purchase_id,member_id,type,ref_id,number,total_fee,purchase_time
501020,119505,product,400229,1,280.0,2024-03-26 05:13:11
501021,163394,product,400013,1,290.0,2023-04-30 08:26:49
501022,146128,product,400163,1,100.0,2024-04-09 16:35:00
501023,125323,product,400275,1,110.0,2024-07-11 02:29:50
501024,118351,course,300430,1,100.0,2024-04-13 07:23:11
501025,143858,product,400043,1,170.0,2023-07-15 18:11:59
501026,145214,product,400156,1,280.0,2023-06-30 09:47:38
501027,119837,product,400022,3,390.0,2023-11-19 15:03:54
501028,113326,product,400293,3,510.0,2024-02-16 07:10:03
501029,129838,course,300334,1,190.0,2024-03-20 12:50:30
501030,145859,product,400089,1,80.0,2024-05-24 02:38:06
501031,136764,product,400052,2,580.0,2023-05-17 03:01:21
501032,125359,product,400107,2,540.0,2023-12-24 19:34:21
501033,100666,course,300047,1,290.0,2025-03-01 15:43:49
501034,116736,product,400089,1,80.0,2024-06-03 03:43:42
501035,135628,product,400248,3,480.0,2023-11-28 15:35:37
501036,105172,product,400145,2,460.0,2024-08-27 20:28:31
501037,108600,product,400155,2,480.0,2024-08-06 04:16:33
501038,169195,product,400013,3,870.0,2023-06-21 11:58:12
501039,116569,course,300143,1,250.0,2025-02-09 18:17:16
501040,132969,product,400224,3,780.0,2024-11-21 05:04:04
501041,148659,course,300250,1,290.0,2024-10-26 08:34:18
501042,156691,product,400114,2,500.0,2024-12-05 06:30:12
501043,139215,course,300272,1,200.0,2023-12-15 17:34:18
501044,143871,product,400115,3,600.0,2025-02-10 11:11:02
501045,105696,product,400050,3,300.0,2023-05-27 20:27:47
501046,135235,course,300327,1,240.0,2023-07-26 01:13:20
501047,168860,course,300445,1,180.0,2024-08-20 17:18:26
501048,155318,course,300310,1,140.0,2024-05-15 18:30:39
501049,131963,product,400059,1,170.0,2024-01-23 03:04:12
501050,134032,product,400076,1,270.0,2024-12-08 11:02:34
501051,125198,course,300422,1,270.0,2023-06-20 10:45:03
501052,132768,course,300416,1,180.0,2023-07-03 16:18:14
501053,119650,product,400179,2,460.0,2024-02-09 01:23:31
501054,159129,product,400267,1,100.0,2023-08-08 12:26:02
501055,120951,course,300407,1,120.0,2024-10-12 17:57:22
501056,105937,course,300226,1,220.0,2024-02-13 19:02:34
501057,125592,product,400006,2,420.0,2024-07-12 05:00:22
501058,154070,product,400293,3,510.0,2024-07-09 20:04:27
501059,142616,product,400254,1,180.0,2024-08-07 06:23:52
501060,141096,product,400272,2,120.0,2024-06-10 01:38:21
501061,132288,course,300124,1,270.0,2024-09-27 07:21:00
501062,107623,product,400277,2,580.0,2024-05-08 08:31:02
501063,118806,course,300055,1,70.0,2024-04-07 02:46:02
501064,158390,product,400219,3,630.0,2025-01-08 21:03:23
501065,164199,product,400141,3,330.0,2023-09-17 10:03:29
501066,126307,course,300260,1,260.0,2024-02-18 11:36:38
501067,155825,course,300332,1,190.0,2024-03-17 00:51:15
501068,113042,product,400190,2,140.0,2023-07-14 04:35:42
501069,129121,product,400127,3,180.0,2025-03-21 13:51:26
501070,118703,product,400155,1,240.0,2025-02-17 14:07:32
501071,101299,product,400258,2,580.0,2023-11-22 19:13:48
501072,103465,course,300119,1,110.0,2024-10-25 01:00:15
501073,129495,course,300299,1,140.0,2023-04-26 18:47:11
501074,165257,course,300107,1,170.0,2024-02-26 15:21:05
501075,129317,product,400082,2,420.0,2024-03-16 14:14:08
501076,157780,product,400076,1,270.0,2023-06-05 13:15:33
501077,123867,product,400276,3,360.0,2023-04-25 05:16:25
501078,123801,product,400077,1,130.0,2023-10-05 20:59:35
501079,161626,product,400144,2,100.0,2024-12-23 09:36:02
501080,128280,product,400062,2,540.0,2023-08-15 00:08:05
501081,138709,product,400256,2,580.0,2024-04-15 09:14:59
501082,154612,course,300337,1,120.0,2023-05-19 19:49:26
501083,130785,product,400057,1,130.0,2023-09-11 01:31:15
501084,146607,product,400055,3,510.0,2024-04-26 20:31:02
501085,148891,course,300337,1,120.0,2023-12-20 03:03:08
501086,146572,product,400044,1,150.0,2024-11-02 22:05:47
501087,161945,product,400003,1,160.0,2023-04-29 04:48:55
501088,105784,product,400219,1,210.0,2024-08-23 18:43:22
501089,113146,product,400145,3,690.0,2024-02-08 06:18:52
501090,165502,product,400093,2,300.0,2024-04-09 14:40:58
501091,128523,product,400081,1,240.0,2024-07-09 08:29:40
501092,140808,product,400048,1,200.0,2024-02-25 06:17:44
501093,137516,product,400176,1,300.0,2024-03-15 03:54:00
501094,130066,course,300354,1,280.0,2024-02-29 09:59:37
501095,129819,product,400207,1,290.0,2024-12-06 04:06:59
501096,120223,product,400276,1,120.0,2023-10-02 17:58:53
501097,162657,product,400123,3,210.0,2023-07-05 19:35:43
501098,115427,product,400152,2,160.0,2024-03-30 15:34:06
501099,125117,product,400269,3,570.0,2024-11-24 00:41:11
501100,126121,product,400204,1,130.0,2024-12-15 22:56:07
501101,151391,product,400007,1,230.0,2023-05-31 04:11:18
501102,106407,course,300492,1,270.0,2025-01-18 18:30:16
501103,137705,product,400226,3,480.0,2024-07-31 22:17:56
501104,145319,course,300009,1,110.0,2025-05-06 14:54:45
501105,100638,product,400134,3,810.0,2024-01-14 19:38:27
501106,158186,product,400240,1,110.0,2025-03-07 07:56:17
501107,156996,course,300494,1,250.0,2024-01-02 06:31:29
501108,115637,product,400206,2,380.0,2024-01-31 05:29:07
501109,113864,course,300491,1,250.0,2023-12-04 05:36:40
501110,149071,product,400010,3,720.0,2024-08-22 17:18:22
501111,104178,product,400256,1,290.0,2024-09-03 11:39:15
501112,101036,product,400240,3,330.0,2024-04-03 17:37:09
501113,124205,product,400006,1,210.0,2025-04-18 11:36:27
501114,118425,product,400105,1,260.0,2024-10-23 04:12:16
501115,113556,product,400071,1,60.0,2024-02-29 11:38:04
501116,160744,product,400196,1,240.0,2024-07-22 01:09:12
501117,102362,product,400095,3,240.0,2024-05-17 20:54:59
501118,156350,product,400232,3,720.0,2025-01-14 08:20:19
501119,169789,product,400214,3,330.0,2023-10-05 02:18:45
501120,134591,course,300150,1,140.0,2024-01-16 13:29:56
501121,143080,product,400156,3,840.0,2024-05-02 15:43:02
501122,125511,product,400176,2,600.0,2024-10-27 20:20:18
501123,151954,course,300476,1,120.0,2024-02-03 22:01:27
501124,100640,course,300333,1,140.0,2024-06-07 18:10:38
501125,112203,course,300016,1,140.0,2025-03-31 07:21:59
501126,116106,course,300168,1,250.0,2025-03-01 10:54:39
501127,150893,product,400158,2,180.0,2023-12-12 11:26:49
501128,145391,product,400115,2,400.0,2023-06-20 03:00:09
501129,101434,product,400056,2,400.0,2023-08-27 14:00:12
501130,143569,product,400062,3,810.0,2024-02-02 21:42:15
501131,153347,course,300320,1,300.0,2024-02-07 01:07:25
501132,110226,product,400042,2,500.0,2024-02-25 05:23:12
501133,153900,product,400081,1,240.0,2023-07-11 13:57:01
501134,127461,product,400262,1,80.0,2025-02-23 00:54:09
501135,120214,product,400119,1,290.0,2024-04-25 12:11:12
501136,104285,course,300219,1,180.0,2023-12-01 01:35:00
501137,133443,course,300287,1,110.0,2023-05-25 11:00:22
501138,112302,course,300359,1,230.0,2024-12-11 02:22:43
501139,132037,course,300251,1,260.0,2023-08-28 06:57:55
501140,141157,product,400279,1,210.0,2023-06-27 05:22:11
501141,166496,course,300282,1,90.0,2024-10-31 12:33:35
501142,145857,course,300233,1,150.0,2025-02-24 21:30:24
501143,142925,product,400023,3,270.0,2023-10-22 14:40:50
501144,128055,course,300212,1,210.0,2024-08-01 12:34:19
501145,133500,product,400275,3,330.0,2024-09-21 20:29:22
501146,127575,course,300477,1,200.0,2023-12-23 03:07:07
501147,138542,product,400016,3,240.0,2025-02-23 02:06:10
501148,164866,course,300391,1,110.0,2024-02-17 18:43:28
501149,111191,product,400281,3,150.0,2024-07-15 10:50:05
501150,163241,product,400264,1,160.0,2025-02-15 22:59:28
501151,152098,product,400131,3,270.0,2024-01-15 04:01:43
501152,143052,course,300462,1,210.0,2025-01-24 13:55:13
501153,149658,product,400261,3,270.0,2024-03-08 03:49:04
501154,164288,product,400044,3,450.0,2024-05-07 04:32:57
501155,126934,course,300038,1,120.0,2024-03-11 21:02:47
501156,137645,product,400134,3,810.0,2023-11-14 18:01:51
501157,127619,product,400141,2,220.0,2023-04-29 01:48:16
501158,111773,course,300469,1,140.0,2025-02-03 23:23:28
501159,127308,course,300121,1,150.0,2025-03-25 16:14:40
501160,124308,product,400261,1,90.0,2024-05-09 16:35:12
501161,159672,course,300112,1,80.0,2023-11-14 04:50:02
501162,104213,product,400171,1,100.0,2024-02-14 16:44:48
501163,164279,product,400172,2,200.0,2025-02-24 03:59:34
501164,155030,product,400038,2,320.0,2024-07-28 18:50:25
501165,169087,course,300066,1,260.0,2023-05-17 12:15:47
501166,155389,product,400041,3,570.0,2025-03-04 22:41:53
501167,134103,course,300066,1,260.0,2024-08-24 20:13:32
501168,166342,course,300150,1,140.0,2025-04-09 12:23:07
501169,165302,product,400168,1,220.0,2024-01-21 04:42:32
501170,106114,course,300200,1,130.0,2024-05-31 04:17:48
501171,113725,course,300148,1,110.0,2023-08-11 07:28:17
501172,153342,product,400159,1,70.0,2023-11-11 22:07:08
501173,104308,product,400282,1,240.0,2023-06-01 18:08:42
501174,159471,product,400114,2,500.0,2025-03-06 20:30:19
501175,152628,product,400180,2,160.0,2024-03-31 16:55:53
501176,134379,product,400248,3,480.0,2024-01-26 05:26:25
501177,103979,product,400038,2,320.0,2024-11-03 18:44:56
501178,120812,course,300337,1,120.0,2023-11-27 22:09:04
501179,108120,product,400285,2,200.0,2023-09-07 05:47:57
501180,161939,product,400158,3,270.0,2023-10-16 04:05:03
501181,110311,product,400205,1,160.0,2024-12-11 05:06:13
501182,163856,product,400116,2,520.0,2023-06-03 03:56:18
501183,167140,product,400117,3,480.0,2024-12-31 20:14:19
501184,109395,course,300004,1,270.0,2024-04-04 09:02:33
501185,166329,product,400248,1,160.0,2023-07-26 11:59:11
501186,168623,product,400246,3,300.0,2023-09-21 15:52:38
501187,114972,product,400122,3,180.0,2024-10-26 14:02:10
501188,116208,course,300252,1,270.0,2024-06-15 04:08:31
501189,149679,product,400060,2,520.0,2024-07-13 07:35:47
501190,143703,product,400140,2,520.0,2023-12-30 22:02:21
501191,148064,course,300169,1,60.0,2023-05-30 12:14:22
501192,147811,product,400047,2,420.0,2024-07-31 04:35:06
501193,104477,product,400110,2,500.0,2024-09-11 01:50:54
501194,122996,product,400079,3,570.0,2025-02-22 18:04:42
501195,121209,course,300156,1,270.0,2023-05-19 04:35:50
501196,148857,course,300131,1,150.0,2024-10-24 03:01:40
501197,159475,product,400299,3,750.0,2024-08-21 05:59:54
501198,157833,course,300483,1,250.0,2023-09-14 11:39:27
501199,139823,product,400189,2,240.0,2023-08-06 08:38:57
501200,118373,product,400225,3,510.0,2024-05-18 18:49:59
501201,108250,course,300310,1,140.0,2024-09-10 11:04:20
501202,147387,product,400053,3,750.0,2024-09-22 16:59:11
501203,128320,product,400081,3,720.0,2024-11-11 16:42:26
501204,159436,product,400106,1,120.0,2024-06-11 06:00:16
501205,131190,course,300448,1,120.0,2024-09-04 06:20:10
501206,150087,product,400161,1,220.0,2025-04-07 10:15:26
501207,133577,course,300334,1,190.0,2024-05-04 16:16:34
501208,141269,product,400190,2,140.0,2023-12-26 03:12:16
501209,161343,product,400235,2,260.0,2023-09-15 20:07:39
501210,119262,course,300050,1,260.0,2023-11-30 11:42:10
501211,136936,course,300110,1,250.0,2024-06-04 02:34:58
501212,102564,product,400157,1,260.0,2024-08-04 03:46:11
501213,114723,product,400278,2,340.0,2023-09-23 10:32:23
501214,140150,product,400098,1,300.0,2023-07-31 03:23:00
501215,159487,product,400014,1,250.0,2024-03-03 21:16:37
501216,135291,product,400011,1,200.0,2023-12-07 02:42:10
501217,169729,course,300086,1,230.0,2025-02-15 11:35:21
501218,101728,course,300000,1,140.0,2024-08-13 08:53:24
501219,122727,product,400159,2,140.0,2024-09-11 20:45:13
501220,101374,course,300131,1,150.0,2025-08-05 14:06:28
501221,111702,course,300155,1,80.0,2023-09-01 06:29:28
501222,132237,product,400069,3,720.0,2025-03-28 11:17:07
501223,140963,course,300020,1,190.0,2024-06-22 02:52:44
501224,159641,product,400229,2,560.0,2024-01-09 00:49:37
501225,135266,product,400028,3,750.0,2024-11-29 01:00:43
501226,107900,product,400158,2,180.0,2024-08-20 17:26:41
501227,161503,product,400289,3,300.0,2025-04-10 07:56:55
501228,128077,product,400144,2,100.0,2024-08-04 21:24:48
501229,117356,product,400268,3,300.0,2024-09-20 02:20:51
501230,160726,product,400038,2,320.0,2023-09-30 14:28:28
501231,136198,product,400132,2,320.0,2024-09-09 09:30:20
501232,131220,product,400173,3,300.0,2024-12-29 10:58:12
501233,149203,product,400079,3,570.0,2024-10-11 18:42:45
501234,165930,course,300434,1,210.0,2025-07-08 22:38:06
501235,141247,product,400133,3,810.0,2023-08-20 08:03:47
501236,106810,product,400239,3,300.0,2024-12-20 19:54:18
501237,114556,product,400235,3,390.0,2023-12-27 20:21:26
501238,132286,product,400131,2,180.0,2024-08-29 15:11:52
501239,124248,course,300388,1,270.0,2025-03-23 00:46:02
501240,150185,course,300216,1,190.0,2024-11-18 17:29:15
501241,155094,product,400201,2,520.0,2024-04-14 16:31:24
501242,113325,course,300380,1,130.0,2024-11-29 01:46:35
501243,137634,product,400260,3,270.0,2024-06-03 16:08:23
501244,100693,product,400122,3,180.0,2023-08-13 08:51:47
501245,111667,product,400114,2,500.0,2023-06-22 11:50:04
501246,143100,product,400071,3,180.0,2024-03-05 10:01:35
501247,149569,product,400054,1,280.0,2025-01-08 00:52:49
501248,166868,product,400070,1,50.0,2025-02-05 22:57:32
501249,132508,course,300393,1,160.0,2023-06-29 00:45:56
501250,106570,product,400128,1,220.0,2023-05-31 21:48:01
501251,105103,product,400086,3,270.0,2024-12-20 14:23:13
501252,106041,product,400253,2,400.0,2024-02-12 18:45:35
501253,138484,course,300248,1,240.0,2025-04-29 20:42:23
501254,102055,course,300407,1,120.0,2024-12-30 09:06:34
501255,130678,course,300297,1,290.0,2024-12-22 02:24:24
501256,125786,product,400059,1,170.0,2023-11-22 15:16:25
501257,147110,course,300096,1,90.0,2023-08-08 11:18:24
501258,113516,product,400014,1,250.0,2025-04-04 08:59:14
501259,133629,course,300386,1,140.0,2024-06-23 15:50:53
501260,162044,course,300493,1,80.0,2024-07-31 01:07:50
501261,166513,course,300359,1,230.0,2024-10-10 15:18:58
501262,141881,product,400222,1,150.0,2025-03-05 05:15:34
501263,126068,product,400274,1,250.0,2024-01-18 07:05:27
501264,165450,course,300455,1,110.0,2023-04-24 17:48:30
501265,109271,product,400134,1,270.0,2023-12-07 13:28:35
501266,142384,product,400249,1,240.0,2024-12-19 12:19:28
501267,142619,course,300011,1,120.0,2024-09-14 02:24:57
501268,105205,product,400212,2,580.0,2024-06-19 00:07:18
501269,122022,course,300488,1,160.0,2025-04-04 02:04:14
501270,167250,course,300281,1,80.0,2024-07-27 06:14:53
501271,121633,course,300027,1,210.0,2024-01-22 10:37:00
501272,159323,product,400243,2,540.0,2023-12-14 04:54:52
501273,155334,product,400110,3,750.0,2024-07-24 19:06:01
501274,169267,product,400273,2,340.0,2024-04-28 03:58:40
501275,136716,product,400027,3,360.0,2024-10-05 11:07:16
501276,151811,course,300412,1,170.0,2023-10-31 10:57:56
501277,105237,product,400214,1,110.0,2023-10-11 06:51:57
501278,128811,product,400177,3,450.0,2023-07-11 10:15:04
501279,120333,product,400293,3,510.0,2023-05-17 02:55:45
501280,122691,product,400046,1,150.0,2024-09-28 00:48:04
501281,159989,product,400208,1,140.0,2024-08-22 04:39:31
501282,137270,course,300266,1,60.0,2024-12-14 13:03:12
501283,142892,product,400051,2,200.0,2024-02-03 03:17:32
501284,141096,product,400041,3,570.0,2023-06-27 21:13:48
501285,142990,course,300429,1,100.0,2024-03-14 18:41:56
501286,116965,course,300315,1,180.0,2025-01-16 13:44:21
501287,147291,course,300156,1,270.0,2023-07-23 23:06:17
501288,133002,course,300370,1,110.0,2024-03-10 05:43:44
501289,145792,course,300469,1,140.0,2024-12-27 12:09:32
501290,145975,course,300425,1,80.0,2024-01-12 00:58:55
501291,131184,product,400107,3,810.0,2023-08-10 00:20:20
501292,135358,course,300478,1,150.0,2025-05-23 05:51:59
501293,131295,course,300115,1,300.0,2025-05-12 14:11:22
501294,154118,product,400119,3,870.0,2024-04-03 16:22:21
501295,118152,course,300043,1,130.0,2025-03-12 11:48:33
501296,149393,product,400189,1,120.0,2023-10-22 17:05:29
501297,110922,course,300270,1,170.0,2024-05-31 07:18:48
501298,136119,course,300305,1,240.0,2023-08-23 03:34:50
501299,125960,product,400154,2,200.0,2023-05-15 23:12:19
501300,131001,course,300028,1,220.0,2025-06-13 12:45:34
501301,125275,product,400055,1,170.0,2024-06-01 13:09:05
501302,165189,product,400188,3,750.0,2024-11-28 09:44:20
501303,117177,product,400049,3,450.0,2024-08-16 15:57:15
501304,124678,product,400280,1,300.0,2024-03-01 17:55:45
501305,112153,course,300100,1,60.0,2024-02-08 01:54:13
501306,131612,product,400015,3,600.0,2024-08-13 13:41:49
501307,103565,product,400147,3,840.0,2023-09-10 01:52:47
501308,116826,product,400271,1,70.0,2024-05-02 16:19:16
501309,153727,product,400206,2,380.0,2024-10-20 11:45:41
501310,147347,product,400014,2,500.0,2023-09-09 05:50:04
501311,161639,course,300198,1,240.0,2024-12-05 02:08:04
501312,131994,product,400168,2,440.0,2024-01-11 03:35:59
501313,111693,product,400032,3,600.0,2023-05-22 14:26:26
501314,129322,product,400039,3,210.0,2024-10-22 07:13:38
501315,130307,product,400153,3,300.0,2023-05-18 01:41:54
501316,113249,course,300166,1,110.0,2023-10-26 04:13:14
501317,122941,course,300490,1,110.0,2024-02-06 14:13:20
501318,136821,course,300294,1,220.0,2024-04-27 07:12:13
501319,159890,product,400156,3,840.0,2023-07-26 00:04:29
501320,154515,product,400293,1,170.0,2025-04-17 08:14:52
501321,103696,product,400021,1,70.0,2023-09-06 23:10:22
501322,116981,course,300323,1,80.0,2025-02-01 07:30:45
501323,139004,product,400191,2,160.0,2024-04-28 02:29:31
501324,105489,product,400256,2,580.0,2025-01-25 18:20:57
501325,136871,product,400032,2,400.0,2023-10-31 04:42:25
501326,133822,course,300328,1,90.0,2025-06-20 12:31:28
501327,117233,product,400290,1,110.0,2023-08-29 03:10:37
501328,123259,product,400223,1,170.0,2023-10-16 12:53:59
501329,134870,product,400058,2,260.0,2024-08-28 08:16:43
501330,153892,product,400050,3,300.0,2025-04-04 08:07:44
501331,153401,product,400113,1,300.0,2024-05-03 02:11:30
501332,158709,course,300440,1,100.0,2024-07-07 10:40:31
501333,146111,course,300282,1,90.0,2024-09-13 17:01:26
501334,100289,product,400251,1,140.0,2023-06-25 14:14:44
501335,148373,product,400031,2,100.0,2024-02-05 22:46:34
501336,166862,product,400052,1,290.0,2024-05-09 03:26:47
501337,133017,course,300338,1,220.0,2024-07-31 01:55:07
501338,135990,product,400274,3,750.0,2024-05-24 12:39:03
501339,149125,product,400112,2,360.0,2023-05-30 23:01:18
501340,150904,course,300109,1,180.0,2024-02-16 21:45:58
501341,108556,product,400239,1,100.0,2023-11-04 14:47:51
501342,139657,product,400001,2,540.0,2024-05-12 17:11:38
501343,141030,course,300418,1,260.0,2023-06-13 13:55:34
501344,105243,course,300357,1,230.0,2024-03-08 07:34:05
501345,125376,product,400127,2,120.0,2025-03-30 20:18:01
501346,123975,product,400041,2,380.0,2025-03-30 19:58:00
501347,135982,course,300192,1,110.0,2024-10-30 02:40:18
501348,128333,product,400254,3,540.0,2024-01-04 09:26:23
501349,162222,product,400269,2,380.0,2024-03-01 23:22:21
501350,121083,course,300335,1,110.0,2023-06-27 03:36:47
501351,109501,course,300294,1,220.0,2024-10-09 14:22:13
501352,145491,product,400089,1,80.0,2023-11-09 21:18:18
501353,111298,product,400078,3,720.0,2023-07-31 09:24:19
501354,132398,course,300084,1,90.0,2024-03-28 00:36:39
501355,103396,course,300201,1,70.0,2023-08-18 16:23:19
501356,155010,course,300322,1,210.0,2025-04-16 08:15:21
501357,146681,product,400025,2,520.0,2023-12-20 13:51:36
501358,118936,course,300394,1,160.0,2023-11-17 13:02:47
501359,126233,product,400299,3,750.0,2023-07-24 17:00:19
501360,148055,product,400127,3,180.0,2023-06-08 15:31:11
501361,157678,course,300462,1,210.0,2023-12-06 06:51:54
501362,168643,course,300386,1,140.0,2023-08-07 18:46:01
501363,111400,course,300300,1,90.0,2023-12-15 17:26:28
501364,103550,product,400053,3,750.0,2024-10-02 19:25:22
501365,147001,product,400034,3,450.0,2024-06-22 17:23:27
501366,115215,product,400256,3,870.0,2024-04-22 00:32:26
501367,150418,product,400183,1,270.0,2025-02-24 16:56:38
501368,159300,course,300202,1,80.0,2024-06-17 03:49:18
501369,103514,product,400077,1,130.0,2025-01-18 21:02:02
501370,129045,course,300258,1,160.0,2024-08-28 06:55:54
501371,133462,product,400196,3,720.0,2024-03-27 20:48:29
501372,165440,product,400261,2,180.0,2023-10-24 02:21:10
501373,151529,product,400232,2,480.0,2023-11-26 18:39:11
501374,153031,product,400260,1,90.0,2025-04-17 02:44:15
501375,159724,course,300478,1,150.0,2024-08-21 03:18:33
501376,110560,product,400068,3,240.0,2024-01-11 06:47:29
501377,129583,course,300275,1,170.0,2025-05-30 17:12:51
501378,103169,product,400078,2,480.0,2023-06-21 14:55:34
501379,162756,course,300066,1,260.0,2025-06-01 14:08:36
501380,168085,product,400139,2,200.0,2024-11-08 07:42:21
501381,154334,product,400091,1,290.0,2023-09-10 09:07:29
501382,104297,course,300113,1,260.0,2025-06-09 05:45:47
501383,168379,course,300380,1,130.0,2023-10-04 12:38:10
501384,163991,course,300216,1,190.0,2024-07-31 21:26:26
501385,149533,product,400237,1,140.0,2023-05-24 01:59:24
501386,100806,course,300011,1,120.0,2023-11-22 04:03:51
501387,156187,product,400169,1,250.0,2023-11-20 10:17:16
501388,165328,product,400155,1,240.0,2024-03-26 01:49:21
501389,116393,course,300045,1,100.0,2024-01-09 20:13:19
501390,134319,product,400227,1,250.0,2024-12-17 09:48:52
501391,154231,course,300459,1,70.0,2024-05-17 16:13:58
501392,159879,product,400022,1,130.0,2025-02-16 02:34:00
501393,107175,course,300229,1,230.0,2023-06-23 20:44:02
501394,117960,product,400136,2,320.0,2025-01-19 23:08:12
501395,116525,product,400075,1,230.0,2023-11-27 21:57:29
501396,158566,product,400298,3,180.0,2024-10-24 17:05:24
501397,123867,course,300303,1,260.0,2025-05-05 14:04:13
501398,139123,product,400073,1,280.0,2025-02-23 20:35:30
501399,162384,course,300435,1,240.0,2024-02-04 14:12:10
501400,119373,product,400098,3,900.0,2023-12-12 18:20:53
501401,160720,product,400048,3,600.0,2024-06-15 06:32:57
501402,119911,course,300254,1,50.0,2024-07-11 06:16:45
501403,112592,product,400261,1,90.0,2023-10-31 03:55:53
501404,103014,product,400128,3,660.0,2024-07-02 00:53:14
501405,166171,product,400298,2,120.0,2024-06-25 14:49:55
501406,104658,product,400103,3,210.0,2024-04-11 03:40:35
501407,130275,course,300091,1,230.0,2023-07-04 23:05:49
501408,101601,product,400258,1,290.0,2023-12-11 19:56:07
501409,141608,product,400108,1,190.0,2023-08-04 05:47:43
501410,108376,product,400264,3,480.0,2024-08-15 14:10:36
501411,163658,product,400128,1,220.0,2023-07-02 01:53:43
501412,156130,course,300079,1,290.0,2023-06-21 04:47:12
501413,148165,product,400179,2,460.0,2023-05-06 12:37:29
501414,155809,course,300425,1,80.0,2025-04-30 03:01:07
501415,105956,product,400195,3,330.0,2024-09-02 07:36:54
501416,125961,course,300313,1,120.0,2025-06-29 20:17:40
501417,136526,course,300354,1,280.0,2023-06-23 05:27:19
501418,156039,product,400036,2,580.0,2023-11-08 04:16:26
501419,156828,product,400186,2,600.0,2025-04-11 15:28:18
501420,163826,product,400263,1,200.0,2024-08-25 00:55:58
501421,104387,product,400059,3,510.0,2025-04-19 19:33:45
501422,158682,course,300082,1,50.0,2024-06-17 10:47:54
501423,119270,product,400248,3,480.0,2024-03-01 16:13:05
501424,118758,product,400140,3,780.0,2024-06-21 10:00:55
501425,118333,course,300224,1,170.0,2023-12-22 12:06:37
501426,100222,product,400124,1,250.0,2025-03-17 12:44:35
501427,120996,product,400297,2,140.0,2023-05-14 11:27:29
501428,103602,product,400108,3,570.0,2024-12-10 08:06:47
501429,103551,product,400283,3,360.0,2024-12-06 07:37:09
501430,118842,course,300269,1,70.0,2024-04-08 06:56:59
501431,154158,product,400100,1,210.0,2025-02-19 07:55:50
501432,104740,product,400240,2,220.0,2025-02-15 03:27:14
501433,169538,product,400280,1,300.0,2024-02-20 23:13:37
501434,119950,course,300291,1,190.0,2023-12-07 14:50:09
501435,150590,product,400181,1,200.0,2024-02-19 16:31:39
501436,128446,product,400017,2,540.0,2025-04-13 06:00:56
501437,131316,course,300427,1,150.0,2023-08-04 03:42:23
501438,107845,product,400183,3,810.0,2025-02-26 02:21:07
501439,144131,course,300296,1,190.0,2024-10-17 06:56:44
501440,113413,course,300499,1,290.0,2024-12-31 07:53:14
501441,118327,course,300097,1,80.0,2024-07-19 08:29:28
501442,109797,product,400222,1,150.0,2024-02-05 23:56:56
501443,141731,course,300296,1,190.0,2023-08-21 23:10:47
501444,112115,product,400263,1,200.0,2023-09-03 14:12:18
501445,154431,product,400077,2,260.0,2023-08-14 23:09:08
501446,121522,product,400223,1,170.0,2024-04-03 14:47:33
501447,156192,course,300125,1,160.0,2024-08-31 03:22:15
501448,164766,course,300306,1,140.0,2024-12-04 23:02:05
501449,147647,course,300198,1,240.0,2023-04-28 21:49:09
501450,123943,product,400263,3,600.0,2024-06-09 22:40:15
501451,146331,product,400124,2,500.0,2024-09-18 23:47:21
501452,152659,product,400235,1,130.0,2024-09-05 17:26:26
501453,112210,course,300142,1,110.0,2024-02-19 22:57:54
501454,124307,course,300373,1,230.0,2025-04-05 05:40:29
501455,105543,product,400104,2,220.0,2024-12-26 06:50:38
501456,135497,product,400106,2,240.0,2023-12-28 04:51:02
501457,107367,course,300233,1,150.0,2024-06-23 04:03:56
501458,108342,product,400076,3,810.0,2024-08-10 20:16:54
501459,144182,product,400088,2,180.0,2025-02-15 22:57:21
501460,117192,course,300426,1,260.0,2023-10-24 21:14:24
501461,121228,product,400080,3,630.0,2023-05-22 02:16:21
501462,166055,course,300360,1,280.0,2025-06-17 16:05:37
501463,135141,course,300145,1,80.0,2024-06-29 10:44:14
501464,168571,product,400003,2,320.0,2024-04-11 21:55:54
501465,165209,product,400036,1,290.0,2025-02-03 17:55:53
501466,109394,course,300202,1,80.0,2025-01-23 04:12:15
501467,138305,course,300173,1,270.0,2024-09-29 23:19:18
501468,164533,product,400271,2,140.0,2023-12-03 02:19:32
501469,115382,course,300339,1,290.0,2023-08-04 13:57:02
501470,130592,course,300384,1,230.0,2023-11-20 13:17:00
501471,155012,course,300369,1,290.0,2024-07-25 00:24:13
501472,118691,course,300308,1,150.0,2024-10-14 08:23:22
501473,168400,product,400036,1,290.0,2024-11-17 14:29:53
501474,165172,product,400253,3,600.0,2024-11-14 14:35:00
501475,113117,course,300311,1,80.0,2023-09-06 07:29:09
501476,116222,course,300022,1,80.0,2025-06-02 20:49:18
501477,162378,product,400181,1,200.0,2024-09-22 03:31:20
501478,155284,product,400215,1,150.0,2024-12-14 03:40:37
501479,167277,course,300241,1,70.0,2023-12-15 00:20:37
501480,129484,course,300468,1,180.0,2024-06-15 20:18:57
501481,136088,course,300312,1,140.0,2023-11-09 03:29:57
501482,166690,product,400069,1,240.0,2024-03-18 07:53:52
501483,162180,course,300481,1,200.0,2024-12-25 16:50:39
501484,147301,course,300139,1,80.0,2024-02-25 15:45:18
