equipment_id,name,quantity,status,branch_id
600513,Concept2 Rowing Machine 129,12,normal,GY112850
600514,Precor Treadmill 418,15,fix,GY226202
600515,CAP Weight Bench 138,6,normal,GY827170
600516,Cybex Cable Machine 357,5,normal,GY588204
600517,Kettlebell Kings Kettlebell 368,23,normal,GY405450
600518,Schwinn Stationary Bike 108,12,normal,GY796570
600519,Concept2 Rowing Machine 678,14,normal,GY930069
600520,Rogue Weight Bench 822,3,normal,GY482128
600521,Life Fitness Cable Machine 837,5,normal,GY133366
600522,Schwinn Stationary Bike 629,12,fix,GY771938
600523,PowerBlock Dumbbell Set 179,8,normal,GY540469
600524,Bowflex Dumbbell Set 451,5,normal,GY579507
600525,Gaiam Yoga Mat 719,12,fix,GY137587
600526,NordicTrack Elliptical 476,0,broken,GY699570
600527,Ivanko Barbell 989,3,normal,GY988846
600528,CAP Kettlebell 701,24,normal,GY419404
600529,SKLZ Medicine Ball 578,22,normal,GY853432
600530,Matrix Elliptical 454,6,normal,GY254611
600531,Valeo Medicine Ball 247,22,normal,GY509448
600532,Cybex Cable Machine 392,4,normal,GY141350
600533,Lululemon Yoga Mat 233,16,normal,GY495596
600534,Bowflex Dumbbell Set 860,7,normal,GY525339
600535,PowerBlock Dumbbell Set 213,4,normal,GY620487
600536,Kettlebell Kings Kettlebell 368,17,normal,GY091593
600537,Concept2 Rowing Machine 250,10,normal,GY975912
600538,CAP Kettlebell 673,15,normal,GY106685
600539,Life Fitness Cable Machine 223,9,normal,GY713574
600540,Yes4All Dumbbell Set 562,9,normal,GY021749
600541,Hammer Strength Cable Machine 375,10,fix,GY814424
600542,Gaiam Yoga Mat 721,12,normal,GY086594
600543,Schwinn Stationary Bike 887,13,normal,GY959431
600544,Concept2 Rowing Machine 450,11,normal,GY011071
600545,Concept2 Rowing Machine 411,8,normal,GY710610
600546,CAP Kettlebell 828,18,normal,GY779605
600547,Eleiko Barbell 224,8,normal,GY608847
600548,Manduka Yoga Mat 885,23,normal,GY833621
600549,Valeo Medicine Ball 599,30,normal,GY608812
600550,Fit Simplify Resistance Bands 818,16,normal,GY325707
600551,Precor Treadmill 666,6,normal,GY634522
600552,Lululemon Yoga Mat 733,20,normal,GY347198
600553,Fit Simplify Resistance Bands 164,18,normal,GY637616
600554,Peloton Stationary Bike 235,8,normal,GY683723
600555,Rogue Barbell 682,8,normal,GY952195
600556,PowerBlock Dumbbell Set 449,6,normal,GY141350
600557,Rogue Weight Bench 101,10,normal,GY587184
600558,Peloton Stationary Bike 327,12,normal,GY678177
600559,Hammer Strength Cable Machine 653,8,normal,GY194812
600560,Yes4All Dumbbell Set 319,5,normal,GY549381
600561,TechnoGym Treadmill 268,6,normal,GY973474
600562,Concept2 Rowing Machine 408,7,normal,GY027076
600563,NordicTrack Elliptical 880,13,normal,GY937906
600564,Concept2 Rowing Machine 793,10,normal,GY841872
600565,Bowflex Dumbbell Set 340,8,normal,GY799431
600566,Life Fitness Cable Machine 356,6,normal,GY732806
600567,TechnoGym Treadmill 331,8,normal,GY123898
600568,CAP Weight Bench 375,4,normal,GY011071
600569,Cybex Cable Machine 172,9,normal,GY652441
600570,Matrix Elliptical 450,6,normal,GY060762
600571,CAP Weight Bench 663,4,normal,GY684131
600572,Gaiam Yoga Mat 283,17,normal,GY506643
600573,Kettlebell Kings Kettlebell 591,29,normal,GY675998
600574,Life Fitness Treadmill 297,11,normal,GY078698
600575,Bowflex Dumbbell Set 909,8,normal,GY707780
600576,Schwinn Stationary Bike 110,14,normal,GY733070
600577,TheraBand Resistance Bands 148,13,normal,GY940224
600578,Keiser Stationary Bike 978,7,normal,GY556759
600579,Rogue Weight Bench 174,3,normal,GY688583
600580,Dynamax Medicine Ball 668,21,normal,GY431166
600581,TechnoGym Treadmill 891,13,normal,GY477479
600582,Kettlebell Kings Kettlebell 700,15,normal,GY482128
600583,ProForm Elliptical 721,15,normal,GY853432
600584,Ivanko Barbell 534,3,normal,GY956299
600585,WODFitters Resistance Bands 776,28,normal,GY640708
600586,Rogue Weight Bench 355,7,normal,GY507597
600587,Schwinn Stationary Bike 421,12,normal,GY544467
600588,Hammer Strength Cable Machine 804,5,fix,GY873043
600589,Life Fitness Treadmill 186,14,normal,GY504745
600590,Cybex Cable Machine 127,6,normal,GY103551
600591,CAP Weight Bench 298,6,normal,GY758586
600592,Rogue Kettlebell 805,17,normal,GY802639
600593,TheraBand Resistance Bands 108,22,normal,GY544467
600594,Valeo Medicine Ball 481,14,fix,GY170656
600595,Hammer Strength Cable Machine 676,10,normal,GY709624
600596,Matrix Elliptical 485,14,normal,GY978564
600597,NordicTrack Elliptical 524,9,normal,GY692370
600598,Ivanko Barbell 767,6,normal,GY802639
600599,Keiser Stationary Bike 210,5,normal,GY151081
600600,Hammer Strength Cable Machine 792,3,normal,GY614482
600601,Keiser Stationary Bike 925,8,normal,GY982916
600602,Matrix Elliptical 238,14,fix,GY895647
600603,PowerBlock Dumbbell Set 260,4,normal,GY211095
600604,Concept2 Rowing Machine 352,0,broken,GY037481
600605,SKLZ Medicine Ball 658,13,normal,GY212081
600606,TechnoGym Treadmill 140,6,normal,GY106685
600607,Schwinn Stationary Bike 117,7,normal,GY766786
600608,Schwinn Stationary Bike 794,6,normal,GY324747
600609,Life Fitness Treadmill 950,13,fix,GY640708
600610,WODFitters Resistance Bands 362,21,normal,GY984907
600611,Matrix Elliptical 666,10,normal,GY930378
600612,WODFitters Resistance Bands 553,25,normal,GY668198
600613,ProForm Elliptical 909,6,normal,GY791312
600614,TheraBand Resistance Bands 265,11,normal,GY429615
600615,ProForm Elliptical 598,10,normal,GY974363
600616,PowerBlock Dumbbell Set 348,6,normal,GY281837
600617,CAP Weight Bench 190,6,fix,GY598004
600618,Hammer Strength Cable Machine 159,4,normal,GY961403
600619,CAP Weight Bench 967,3,normal,GY646108
600620,Rogue Weight Bench 204,4,normal,GY833621
600621,Rogue Weight Bench 542,4,fix,GY055830
600622,Ivanko Barbell 963,3,normal,GY546544
600623,Body-Solid Weight Bench 116,5,normal,GY620487
600624,NordicTrack Elliptical 377,12,fix,GY606566
600625,TechnoGym Treadmill 306,14,fix,GY597157
600626,TechnoGym Treadmill 806,9,normal,GY943983
600627,Rogue Kettlebell 705,27,normal,GY885593
600628,Kettlebell Kings Kettlebell 375,0,broken,GY807195
600629,Rogue Kettlebell 652,18,fix,GY691039
600630,Concept2 Rowing Machine 699,8,normal,GY775302
600631,Dynamax Medicine Ball 113,10,fix,GY540469
600632,Peloton Stationary Bike 251,14,fix,GY721727
600633,NordicTrack Elliptical 604,12,normal,GY421037
600634,CAP Kettlebell 707,25,normal,GY600744
600635,Hammer Strength Cable Machine 968,6,normal,GY867762
600636,CAP Weight Bench 590,9,normal,GY781273
600637,Rogue Barbell 852,7,normal,GY571749
600638,Concept2 Rowing Machine 473,12,normal,GY632517
600639,Ivanko Barbell 612,8,normal,GY376815
600640,Keiser Stationary Bike 654,10,normal,GY384360
600641,Matrix Elliptical 159,7,normal,GY554748
600642,Cybex Cable Machine 682,7,normal,GY626194
600643,PowerBlock Dumbbell Set 339,10,normal,GY615691
600644,PowerBlock Dumbbell Set 999,4,normal,GY956610
600645,Rogue Weight Bench 247,5,normal,GY165607
600646,Yes4All Dumbbell Set 484,0,broken,GY954342
600647,Yes4All Dumbbell Set 849,9,normal,GY775691
600648,Yes4All Dumbbell Set 124,4,normal,GY133366
600649,TechnoGym Treadmill 332,14,normal,GY559623
600650,Valeo Medicine Ball 934,27,normal,GY110573
600651,Bowflex Dumbbell Set 353,10,normal,GY509448
600652,Rogue Kettlebell 793,21,normal,GY956299
600653,Manduka Yoga Mat 494,17,normal,GY427955
600654,Lululemon Yoga Mat 562,29,normal,GY544503
600655,Rogue Barbell 620,7,normal,GY579507
600656,CAP Kettlebell 692,27,normal,GY775691
600657,Gaiam Yoga Mat 522,22,fix,GY086394
600658,Valeo Medicine Ball 117,29,normal,GY062267
600659,CAP Weight Bench 577,7,normal,GY732019
600660,Keiser Stationary Bike 396,7,normal,GY226202
600661,Rogue Kettlebell 452,26,normal,GY598004
600662,Kettlebell Kings Kettlebell 305,12,normal,GY301352
600663,Bowflex Dumbbell Set 539,6,normal,GY600577
600664,WODFitters Resistance Bands 267,0,broken,GY795903
600665,Rogue Barbell 104,10,normal,GY436106
600666,Kettlebell Kings Kettlebell 477,28,normal,GY311348
600667,Precor Treadmill 828,9,normal,GY608812
600668,Eleiko Barbell 753,6,normal,GY259085
600669,Life Fitness Cable Machine 187,4,fix,GY380402
600670,Cybex Cable Machine 113,4,normal,GY588204
600671,Lululemon Yoga Mat 917,23,normal,GY201323
600672,TheraBand Resistance Bands 641,18,fix,GY270030
600673,Matrix Elliptical 318,8,normal,GY347198
600674,Concept2 Rowing Machine 246,6,normal,GY733921
600675,Kettlebell Kings Kettlebell 222,30,normal,GY209197
600676,NordicTrack Elliptical 275,15,normal,GY571749
600677,Dynamax Medicine Ball 200,22,normal,GY482096
600678,Manduka Yoga Mat 533,22,normal,GY312544
600679,Yes4All Dumbbell Set 936,9,normal,GY565952
600680,Kettlebell Kings Kettlebell 903,14,normal,GY169777
600681,Matrix Elliptical 831,12,normal,GY868073
600682,Life Fitness Cable Machine 593,3,normal,GY854734
600683,Dynamax Medicine Ball 217,26,normal,GY199656
600684,Dynamax Medicine Ball 106,16,normal,GY796570
600685,Eleiko Barbell 376,8,normal,GY621789
600686,Schwinn Stationary Bike 343,13,normal,GY528607
600687,Kettlebell Kings Kettlebell 218,11,normal,GY037481
600688,Body-Solid Weight Bench 956,5,normal,GY982916
600689,CAP Weight Bench 370,6,normal,GY784078
600690,Life Fitness Treadmill 329,6,normal,GY301352
600691,Eleiko Barbell 427,3,fix,GY281837
600692,CAP Kettlebell 110,10,normal,GY756830
600693,Concept2 Rowing Machine 986,10,fix,GY779605
600694,ProForm Elliptical 533,6,normal,GY529155
600695,Eleiko Barbell 425,3,normal,GY796508
600696,Matrix Elliptical 297,11,normal,GY802639
600697,SKLZ Medicine Ball 604,18,normal,GY087761
600698,Kettlebell Kings Kettlebell 684,11,normal,GY988846
600699,Peloton Stationary Bike 818,13,normal,GY106685
600700,Concept2 Rowing Machine 829,8,normal,GY703185
600701,Gaiam Yoga Mat 372,19,normal,GY488844
600702,Lululemon Yoga Mat 911,15,normal,GY325707
600703,Life Fitness Treadmill 414,8,normal,GY646108
600704,TheraBand Resistance Bands 429,28,normal,GY608847
600705,TechnoGym Treadmill 690,15,normal,GY079302
600706,Precor Treadmill 252,14,normal,GY122007
600707,Lululemon Yoga Mat 152,16,normal,GY658160
600708,ProForm Elliptical 456,12,fix,GY575673
600709,Dynamax Medicine Ball 728,18,normal,GY507597
600710,Lululemon Yoga Mat 965,12,normal,GY211147
600711,NordicTrack Elliptical 644,5,fix,GY803163
600712,Manduka Yoga Mat 128,16,normal,GY129628
600713,SKLZ Medicine Ball 742,19,fix,GY595334
600714,Lululemon Yoga Mat 532,12,normal,GY254611
600715,Lululemon Yoga Mat 290,20,normal,GY331160
600716,Yes4All Dumbbell Set 781,7,normal,GY654455
600717,PowerBlock Dumbbell Set 192,0,broken,GY867762
600718,Precor Treadmill 197,9,fix,GY814325
600719,Yes4All Dumbbell Set 685,3,normal,GY632517
600720,Kettlebell Kings Kettlebell 459,21,normal,GY096554
600721,Life Fitness Cable Machine 134,9,normal,GY241044
600722,Rogue Kettlebell 162,20,normal,GY324747
600723,Valeo Medicine Ball 341,20,fix,GY154640
600724,WODFitters Resistance Bands 823,14,normal,GY332861
600725,Concept2 Rowing Machine 224,5,normal,GY908432
600726,Yes4All Dumbbell Set 699,5,fix,GY758586
600727,Fit Simplify Resistance Bands 363,15,normal,GY733070
600728,Yes4All Dumbbell Set 923,4,normal,GY745311
600729,Concept2 Rowing Machine 576,12,fix,GY529155
600730,Keiser Stationary Bike 416,9,normal,GY037481
600731,TheraBand Resistance Bands 872,18,normal,GY037481
600732,Dynamax Medicine Ball 776,20,normal,GY239292
600733,Bowflex Dumbbell Set 634,4,fix,GY442600
600734,Valeo Medicine Ball 280,29,normal,GY078698
600735,Manduka Yoga Mat 666,12,fix,GY378247
600736,Schwinn Stationary Bike 417,14,normal,GY422392
600737,CAP Kettlebell 652,20,normal,GY270890
600738,Keiser Stationary Bike 843,15,normal,GY254611
600739,CAP Weight Bench 492,3,normal,GY953190
600740,Keiser Stationary Bike 938,7,normal,GY170837
600741,TechnoGym Treadmill 215,15,normal,GY504745
600742,Valeo Medicine Ball 660,11,normal,GY868073
600743,Kettlebell Kings Kettlebell 155,30,normal,GY640289
600744,Concept2 Rowing Machine 764,12,normal,GY325013
600745,Kettlebell Kings Kettlebell 129,16,normal,GY347198
600746,NordicTrack Elliptical 253,8,normal,GY040202
600747,SKLZ Medicine Ball 437,25,normal,GY119378
600748,Cybex Cable Machine 306,8,normal,GY668198
600749,Concept2 Rowing Machine 542,5,normal,GY510299
600750,WODFitters Resistance Bands 194,14,normal,GY694611
600751,Life Fitness Cable Machine 704,3,normal,GY005722
600752,TechnoGym Treadmill 853,14,normal,GY122128
600753,Manduka Yoga Mat 702,11,normal,GY054577
600754,TheraBand Resistance Bands 611,17,normal,GY930069
600755,Schwinn Stationary Bike 103,14,normal,GY732773
600756,Lululemon Yoga Mat 403,27,normal,GY436106
600757,Life Fitness Treadmill 960,14,normal,GY303560
600758,ProForm Elliptical 642,11,normal,GY023250
600759,CAP Weight Bench 454,7,normal,GY438587
600760,CAP Weight Bench 395,9,normal,GY529155
600761,Schwinn Stationary Bike 424,11,normal,GY853432
600762,TechnoGym Treadmill 247,0,broken,GY168712
600763,WODFitters Resistance Bands 428,18,normal,GY854734
600764,CAP Weight Bench 472,4,normal,GY419404
600765,Life Fitness Treadmill 778,6,normal,GY325707
600766,Rogue Kettlebell 442,22,fix,GY513307
600767,Body-Solid Weight Bench 790,9,normal,GY733070
600768,Rogue Barbell 478,9,normal,GY683723
600769,Keiser Stationary Bike 995,11,normal,GY398592
600770,SKLZ Medicine Ball 246,11,normal,GY490481
600771,ProForm Elliptical 585,11,normal,GY723470
600772,CAP Kettlebell 144,26,normal,GY825514
600773,Fit Simplify Resistance Bands 548,10,normal,GY257988
600774,CAP Kettlebell 995,19,fix,GY374192
600775,Keiser Stationary Bike 883,12,normal,GY405450
600776,Keiser Stationary Bike 288,13,normal,GY466402
600777,Dynamax Medicine Ball 927,14,normal,GY858824
600778,Rogue Kettlebell 433,10,normal,GY135973
600779,SKLZ Medicine Ball 134,27,normal,GY588204
600780,Manduka Yoga Mat 223,13,normal,GY442600
600781,Manduka Yoga Mat 323,19,fix,GY703805
600782,TechnoGym Treadmill 180,6,normal,GY209197
600783,Concept2 Rowing Machine 433,7,normal,GY647811
600784,Concept2 Rowing Machine 333,15,normal,GY079513
600785,Concept2 Rowing Machine 255,8,normal,GY215387
600786,Eleiko Barbell 382,6,normal,GY030844
600787,ProForm Elliptical 362,6,normal,GY482128
600788,Concept2 Rowing Machine 462,14,normal,GY402209
600789,Concept2 Rowing Machine 221,7,normal,GY956610
600790,Keiser Stationary Bike 557,8,normal,GY259520
600791,Cybex Cable Machine 737,10,fix,GY449289
600792,Matrix Elliptical 195,13,normal,GY997519
600793,Manduka Yoga Mat 873,24,normal,GY895647
600794,Matrix Elliptical 796,12,normal,GY809175
600795,NordicTrack Elliptical 730,5,normal,GY137587
600796,Life Fitness Cable Machine 878,6,normal,GY775691
600797,Lululemon Yoga Mat 641,27,normal,GY194071
600798,Gaiam Yoga Mat 627,14,normal,GY133366
600799,Keiser Stationary Bike 259,6,normal,GY246100
600800,Precor Treadmill 585,9,normal,GY908649
600801,Peloton Stationary Bike 140,12,normal,GY749810
600802,Manduka Yoga Mat 882,16,normal,GY401247
600803,Eleiko Barbell 609,4,fix,GY036580
600804,Dynamax Medicine Ball 349,22,fix,GY257988
600805,Rogue Kettlebell 574,11,normal,GY507471
600806,Peloton Stationary Bike 976,7,normal,GY894831
600807,ProForm Elliptical 198,8,normal,GY621789
600808,Life Fitness Treadmill 183,15,fix,GY514730
600809,Schwinn Stationary Bike 348,9,normal,GY908432
600810,TheraBand Resistance Bands 647,15,normal,GY654324
600811,Hammer Strength Cable Machine 448,8,normal,GY780846
600812,Rogue Barbell 677,5,normal,GY707924
600813,CAP Kettlebell 789,27,normal,GY868073
600814,Concept2 Rowing Machine 664,13,normal,GY145693
600815,Gaiam Yoga Mat 878,18,normal,GY626194
600816,Matrix Elliptical 578,7,normal,GY784078
600817,Lululemon Yoga Mat 372,22,normal,GY827170
600818,Body-Solid Weight Bench 779,6,normal,GY626194
600819,Rogue Barbell 273,5,normal,GY448837
600820,Concept2 Rowing Machine 866,12,normal,GY448837
600821,Life Fitness Treadmill 850,12,normal,GY119378
600822,Rogue Weight Bench 465,6,normal,GY320116
600823,Cybex Cable Machine 505,3,fix,GY011071
600824,Life Fitness Treadmill 332,11,normal,GY285430
600825,CAP Weight Bench 799,6,normal,GY652441
600826,WODFitters Resistance Bands 275,22,normal,GY211147
600827,CAP Weight Bench 963,3,fix,GY587184
600828,Cybex Cable Machine 954,6,normal,GY939135
600829,Eleiko Barbell 461,10,normal,GY530688
600830,Precor Treadmill 603,10,normal,GY807355
600831,Eleiko Barbell 374,9,normal,GY868653
600832,Fit Simplify Resistance Bands 252,11,normal,GY701189
600833,Keiser Stationary Bike 728,10,fix,GY600577
600834,Life Fitness Cable Machine 863,4,normal,GY855611
600835,Hammer Strength Cable Machine 372,6,normal,GY387831
600836,Schwinn Stationary Bike 153,6,fix,GY703185
600837,CAP Weight Bench 812,5,normal,GY579507
600838,TheraBand Resistance Bands 121,25,fix,GY688607
600839,CAP Weight Bench 554,9,normal,GY709586
600840,WODFitters Resistance Bands 813,28,normal,GY621789
600841,Gaiam Yoga Mat 414,28,normal,GY180063
600842,Eleiko Barbell 159,10,normal,GY510299
600843,Precor Treadmill 308,10,fix,GY604256
600844,Yes4All Dumbbell Set 280,5,normal,GY707924
600845,Rogue Weight Bench 745,6,normal,GY080718
600846,CAP Kettlebell 530,22,normal,GY616460
600847,Life Fitness Cable Machine 876,9,normal,GY168712
600848,Hammer Strength Cable Machine 291,8,normal,GY854734
600849,Concept2 Rowing Machine 485,11,normal,GY494364
600850,Yes4All Dumbbell Set 787,8,normal,GY180063
600851,TechnoGym Treadmill 888,11,normal,GY124284
600852,Eleiko Barbell 594,9,normal,GY087761
600853,TheraBand Resistance Bands 891,30,normal,GY153386
600854,Lululemon Yoga Mat 408,19,normal,GY145654
600855,Peloton Stationary Bike 673,11,normal,GY435333
600856,Rogue Weight Bench 356,6,normal,GY376130
600857,WODFitters Resistance Bands 506,11,normal,GY090479
600858,Rogue Weight Bench 777,8,normal,GY040202
600859,WODFitters Resistance Bands 191,13,normal,GY640289
600860,Peloton Stationary Bike 355,9,normal,GY211147
600861,Keiser Stationary Bike 279,10,normal,GY037481
600862,Dynamax Medicine Ball 122,18,normal,GY707780
600863,CAP Weight Bench 526,5,normal,GY055813
600864,Dynamax Medicine Ball 391,29,normal,GY732806
600865,Rogue Kettlebell 846,25,normal,GY976979
600866,WODFitters Resistance Bands 768,28,normal,GY122128
600867,Precor Treadmill 898,11,normal,GY795903
600868,WODFitters Resistance Bands 910,18,fix,GY249557
600869,Lululemon Yoga Mat 406,16,normal,GY442600
600870,CAP Kettlebell 577,22,normal,GY122007
600871,Concept2 Rowing Machine 288,10,normal,GY270890
600872,Peloton Stationary Bike 356,15,normal,GY525339
600873,Ivanko Barbell 582,10,normal,GY153386
600874,NordicTrack Elliptical 942,7,normal,GY810229
600875,Ivanko Barbell 782,10,normal,GY938900
600876,Peloton Stationary Bike 766,9,normal,GY807195
600877,Schwinn Stationary Bike 159,5,normal,GY325707
600878,Schwinn Stationary Bike 194,12,normal,GY137870
600879,Life Fitness Cable Machine 155,6,normal,GY471700
600880,TheraBand Resistance Bands 188,29,normal,GY211095
600881,Cybex Cable Machine 318,10,normal,GY707780
600882,Eleiko Barbell 212,7,normal,GY861980
600883,Kettlebell Kings Kettlebell 291,27,normal,GY045760
600884,Precor Treadmill 963,11,normal,GY954291
600885,Life Fitness Cable Machine 127,9,fix,GY154640
600886,Yes4All Dumbbell Set 832,3,normal,GY861583
600887,Keiser Stationary Bike 500,12,normal,GY012784
600888,Yes4All Dumbbell Set 619,10,normal,GY833621
600889,PowerBlock Dumbbell Set 645,5,normal,GY471700
600890,Bowflex Dumbbell Set 422,8,normal,GY885593
600891,CAP Kettlebell 748,10,normal,GY540469
600892,Cybex Cable Machine 378,4,normal,GY814325
600893,Fit Simplify Resistance Bands 271,26,normal,GY026940
600894,Cybex Cable Machine 491,10,normal,GY937518
600895,PowerBlock Dumbbell Set 859,10,normal,GY257988
600896,Kettlebell Kings Kettlebell 749,18,normal,GY380402
600897,Manduka Yoga Mat 265,27,fix,GY165607
600898,Hammer Strength Cable Machine 930,4,normal,GY011071
600899,Cybex Cable Machine 193,5,normal,GY506643
600900,CAP Weight Bench 771,4,fix,GY339848
600901,SKLZ Medicine Ball 729,27,normal,GY544503
600902,Concept2 Rowing Machine 760,7,normal,GY303560
600903,Valeo Medicine Ball 698,29,normal,GY270030
600904,TechnoGym Treadmill 955,9,normal,GY571263
600905,Keiser Stationary Bike 256,7,normal,GY499491
600906,TheraBand Resistance Bands 351,27,normal,GY802639
600907,NordicTrack Elliptical 440,11,normal,GY417452
600908,TheraBand Resistance Bands 665,10,normal,GY784279
600909,Matrix Elliptical 325,6,normal,GY953190
600910,Life Fitness Treadmill 991,13,normal,GY561808
600911,PowerBlock Dumbbell Set 453,5,normal,GY145693
600912,Rogue Barbell 366,5,normal,GY671669
600913,Body-Solid Weight Bench 262,0,broken,GY745311
600914,WODFitters Resistance Bands 413,12,normal,GY978564
600915,Eleiko Barbell 380,4,normal,GY165607
600916,PowerBlock Dumbbell Set 620,5,normal,GY469295
600917,Fit Simplify Resistance Bands 131,14,fix,GY011071
600918,Bowflex Dumbbell Set 744,0,broken,GY637616
600919,TechnoGym Treadmill 729,15,normal,GY565952
600920,Ivanko Barbell 572,3,normal,GY642724
600921,ProForm Elliptical 496,7,normal,GY241678
600922,Fit Simplify Resistance Bands 237,0,broken,GY827170
600923,Precor Treadmill 265,13,normal,GY199656
600924,Life Fitness Cable Machine 111,5,fix,GY653367
600925,Keiser Stationary Bike 895,7,normal,GY087761
600926,SKLZ Medicine Ball 679,23,fix,GY913040
600927,TheraBand Resistance Bands 930,26,normal,GY732536
600928,Manduka Yoga Mat 370,20,normal,GY546544
600929,Eleiko Barbell 399,8,normal,GY678177
600930,NordicTrack Elliptical 220,9,normal,GY640708
600931,Gaiam Yoga Mat 468,25,fix,GY570730
600932,ProForm Elliptical 942,8,fix,GY005722
600933,WODFitters Resistance Bands 739,21,fix,GY449137
600934,PowerBlock Dumbbell Set 654,7,fix,GY814424
600935,NordicTrack Elliptical 219,10,normal,GY721727
600936,Ivanko Barbell 500,3,normal,GY332861
600937,Body-Solid Weight Bench 549,6,normal,GY668198
600938,Cybex Cable Machine 794,7,normal,GY807195
600939,Concept2 Rowing Machine 319,10,normal,GY726412
600940,Body-Solid Weight Bench 220,4,normal,GY036580
600941,ProForm Elliptical 115,10,normal,GY036580
600942,Matrix Elliptical 403,15,normal,GY303560
600943,Life Fitness Cable Machine 949,6,fix,GY311348
600944,Matrix Elliptical 811,8,fix,GY055830
600945,Life Fitness Treadmill 357,8,normal,GY431166
600946,Peloton Stationary Bike 785,15,normal,GY112024
600947,Matrix Elliptical 135,11,normal,GY289917
600948,Rogue Kettlebell 861,30,normal,GY745311
600949,Body-Solid Weight Bench 707,3,normal,GY422392
600950,NordicTrack Elliptical 883,12,normal,GY216610
600951,Kettlebell Kings Kettlebell 410,26,normal,GY387831
600952,Rogue Kettlebell 886,24,normal,GY742406
600953,Hammer Strength Cable Machine 546,3,normal,GY861980
600954,Rogue Kettlebell 298,22,normal,GY775691
600955,TechnoGym Treadmill 442,8,normal,GY170837
600956,WODFitters Resistance Bands 110,11,normal,GY963557
600957,WODFitters Resistance Bands 207,21,normal,GY715536
600958,Ivanko Barbell 403,3,normal,GY211095
600959,Eleiko Barbell 794,6,normal,GY529155
600960,Yes4All Dumbbell Set 991,3,normal,GY180063
600961,PowerBlock Dumbbell Set 391,4,normal,GY637616
600962,Rogue Kettlebell 177,29,normal,GY214013
600963,Rogue Barbell 664,9,normal,GY087383
600964,Life Fitness Treadmill 166,9,normal,GY571263
600965,ProForm Elliptical 260,7,normal,GY170837
600966,SKLZ Medicine Ball 592,16,normal,GY833824
600967,Fit Simplify Resistance Bands 830,11,normal,GY743300
600968,Eleiko Barbell 650,8,normal,GY328750
600969,Peloton Stationary Bike 577,15,normal,GY006309
600970,Rogue Weight Bench 923,3,normal,GY671669
600971,Eleiko Barbell 944,10,normal,GY165607
600972,Ivanko Barbell 801,8,normal,GY293937
600973,WODFitters Resistance Bands 505,12,normal,GY216942
600974,Manduka Yoga Mat 679,21,normal,GY681531
600975,Rogue Weight Bench 178,6,normal,GY890947
600976,Concept2 Rowing Machine 178,12,normal,GY749720
600977,Keiser Stationary Bike 721,11,normal,GY030844
600978,NordicTrack Elliptical 255,14,normal,GY055830
600979,Kettlebell Kings Kettlebell 676,28,fix,GY690767
600980,TheraBand Resistance Bands 406,13,normal,GY775302
600981,Precor Treadmill 832,9,fix,GY556759
600982,PowerBlock Dumbbell Set 283,4,normal,GY087383
600983,PowerBlock Dumbbell Set 264,8,normal,GY045514
600984,NordicTrack Elliptical 612,12,normal,GY707924
600985,Bowflex Dumbbell Set 538,0,broken,GY449137
600986,Concept2 Rowing Machine 510,12,normal,GY242167
600987,Lululemon Yoga Mat 425,25,normal,GY779883
600988,SKLZ Medicine Ball 911,22,normal,GY674477
600989,Bowflex Dumbbell Set 679,4,normal,GY482128
600990,Concept2 Rowing Machine 740,9,normal,GY861583
600991,Precor Treadmill 445,7,normal,GY653367
600992,Manduka Yoga Mat 850,15,normal,GY302585
600993,Dynamax Medicine Ball 647,15,normal,GY086401
600994,Body-Solid Weight Bench 109,4,normal,GY216610
600995,Life Fitness Treadmill 694,14,normal,GY267735
600996,Rogue Weight Bench 741,7,normal,GY841872
600997,Gaiam Yoga Mat 274,15,fix,GY867762
600998,PowerBlock Dumbbell Set 195,7,normal,GY908649
600999,Ivanko Barbell 213,9,normal,GY331160
