product_id,name,description,image,stock,fee,branch_id
400197,Lucozade Isotonic Berry 6-pack,Isotonic drink with electrolytes. Refreshing mixed taste.,/images/sports drink-isotonic-berry.jpg,162,140.0,GY668178
400198,Nike Shorts Gray L,Available in black color. Moisture-wicking technology.,/images/apparel-shorts-gray.jpg,80,150.0,GY837054
400199,Platinum Annual Membership,Access to 3 classes per week. Includes sauna access.,/images/membership-annual.jpg,999,90.0,GY666916
400200,MuscleTech Whey Chocolate 10 servings,Available in natural flavor. Contains essential amino acids.,/images/protein powder-whey-chocolate.jpg,47,170.0,GY929317
400201,Under Armour T-Shirt Black L,Available in black color. Breathable cotton fabric.,/images/apparel-t-shirt-black.jpg,84,190.0,GY827105
400202,Yes4All Resistance Band Neoprene 10kg,10kg weight option. Durable rubber construction.,/images/equipment-resistance-band-neoprene.jpg,21,180.0,GY492776
400203,Under Armour T-Shirt Navy S,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-t-shirt-navy.jpg,45,200.0,GY051410
400204,Platinum VIP Membership,Access to 3 classes per week. Personal locker included.,/images/membership-vip.jpg,999,150.0,GY488432
400205,Nike Shorts Gray XL,Available in black color. Breathable cotton fabric.,/images/apparel-shorts-gray.jpg,97,190.0,GY544543
400206,Platinum Annual Membership,Access to 4 classes per week. Includes parking access.,/images/membership-annual.jpg,999,130.0,GY701388
400207,CAP Resistance Band Neoprene 15kg,Ergonomic design for comfort. 10kg weight option.,/images/equipment-resistance-band-neoprene.jpg,7,260.0,GY654375
400208,Yes4All Yoga Mat EVA Foam 5kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,7,160.0,GY689859
400209,Platinum Monthly Membership,Access to 3 classes per week. Personal locker included.,/images/membership-monthly.jpg,999,60.0,GY041451
400210,Rogue Dumbbell Rubber 15kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-dumbbell-rubber.jpg,25,130.0,GY585238
400211,Dymatize Casein Unflavored 10 servings,High-quality Casein protein with 30g protein per serving. Available in natural flavor.,/images/protein powder-casein-unflavored.jpg,42,290.0,GY361318
400212,Lucozade Energy Berry 1L,Enhances hydration and performance. Energy drink with electrolytes.,/images/sports drink-energy-berry.jpg,60,70.0,GY775398
400213,Rogue Dumbbell Rubber 5kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-dumbbell-rubber.jpg,7,90.0,GY808457
400214,Yes4All Dumbbell Rubber 10kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-dumbbell-rubber.jpg,28,90.0,GY965227
400215,Under Armour Hoodie Navy L,Moisture-wicking technology. Available in black color.,/images/apparel-hoodie-navy.jpg,55,100.0,GY767058
400216,Elite Monthly Membership,Personal locker included. Includes pool access.,/images/membership-monthly.jpg,999,220.0,GY837054
400217,MuscleTech Plant-Based Chocolate 10 servings,High-quality Plant-Based protein with 24g protein per serving. Contains essential amino acids.,/images/protein powder-plant-based-chocolate.jpg,44,150.0,GY588571
400218,ON Whey Chocolate 2kg,Contains essential amino acids. Available in natural flavor.,/images/protein powder-whey-chocolate.jpg,42,240.0,GY578104
400219,Platinum VIP Membership,Personal locker included. Includes parking access.,/images/membership-vip.jpg,999,170.0,GY595233
400220,Dymatize Casein Unflavored 2kg,Contains essential amino acids. High-quality Casein protein with 30g protein per serving.,/images/protein powder-casein-unflavored.jpg,11,90.0,GY325258
400221,CAP Dumbbell Rubber 10kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-dumbbell-rubber.jpg,5,110.0,GY573024
400222,Elite Monthly Membership,Includes sauna access. Access to 4 classes per week.,/images/membership-monthly.jpg,999,230.0,GY325258
400223,Platinum Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,150.0,GY108859
400224,Under Armour T-Shirt Navy L,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-t-shirt-navy.jpg,31,210.0,GY365485
400225,Yes4All Dumbbell EVA Foam 10kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-dumbbell-eva-foam.jpg,29,280.0,GY172441
400226,Gatorade Recovery Lemon 6-pack,Recovery drink with electrolytes. Refreshing mixed taste.,/images/sports drink-recovery-lemon.jpg,126,260.0,GY398186
400227,Gymshark Shorts Black L,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-shorts-black.jpg,53,240.0,GY119381
400228,ON Plant-Based Vanilla 10 servings,High-quality Plant-Based protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-plant-based-vanilla.jpg,26,70.0,GY366143
400229,Gold Annual Membership,Includes sauna access. Personal locker included.,/images/membership-annual.jpg,999,120.0,GY325258
400230,Gatorade Energy Lemon 6-pack,Energy drink with electrolytes. Refreshing mixed taste.,/images/sports drink-energy-lemon.jpg,108,290.0,GY886490
400231,Dymatize Plant-Based Strawberry 2kg,Contains essential amino acids. High-quality Plant-Based protein with 24g protein per serving.,/images/protein powder-plant-based-strawberry.jpg,16,270.0,GY999073
400232,Rogue Resistance Band Neoprene 10kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-resistance-band-neoprene.jpg,28,120.0,GY603770
400233,Gatorade Isotonic Tropical 6-pack,Enhances hydration and performance. Isotonic drink with electrolytes.,/images/sports drink-isotonic-tropical.jpg,102,80.0,GY450167
400234,Dymatize Plant-Based Chocolate 5lbs,Available in natural flavor. Contains essential amino acids.,/images/protein powder-plant-based-chocolate.jpg,16,110.0,GY906710
400235,CAP Dumbbell Neoprene 5kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-dumbbell-neoprene.jpg,28,200.0,GY011025
400236,Yes4All Yoga Mat EVA Foam 10kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,11,280.0,GY440388
400237,Platinum VIP Membership,Access to 4 classes per week. Personal locker included.,/images/membership-vip.jpg,999,170.0,GY125459
400238,Rogue Dumbbell EVA Foam 5kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-eva-foam.jpg,11,260.0,GY461570
400239,Rogue Yoga Mat EVA Foam 15kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-yoga-mat-eva-foam.jpg,8,70.0,GY761156
400240,Nike Hoodie Navy M,Available in black color. Moisture-wicking technology.,/images/apparel-hoodie-navy.jpg,90,140.0,GY723558
400241,Rogue Dumbbell Neoprene 10kg,Durable rubber construction. 10kg weight option.,/images/equipment-dumbbell-neoprene.jpg,8,100.0,GY200061
400242,Under Armour Hoodie Red L,Moisture-wicking technology. Available in black color.,/images/apparel-hoodie-red.jpg,58,90.0,GY140975
400243,Gold Annual Membership,Includes sauna access. Personal locker included.,/images/membership-annual.jpg,999,170.0,GY906710
400244,CAP Dumbbell Neoprene 10kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-neoprene.jpg,13,60.0,GY855806
400245,Lucozade Energy Berry 1L,Refreshing mixed taste. Energy drink with electrolytes.,/images/sports drink-energy-berry.jpg,85,270.0,GY758125
400246,Lucozade Energy Tropical 500ml,Enhances hydration and performance. Energy drink with electrolytes.,/images/sports drink-energy-tropical.jpg,146,230.0,GY629605
400247,Rogue Yoga Mat Neoprene 5kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-yoga-mat-neoprene.jpg,11,230.0,GY792756
400248,Gymshark Hoodie Gray S,Breathable cotton fabric. Available in black color.,/images/apparel-hoodie-gray.jpg,80,130.0,GY765044
400249,CAP Resistance Band Neoprene 5kg,10kg weight option. Durable rubber construction.,/images/equipment-resistance-band-neoprene.jpg,30,100.0,GY554797
400250,Yes4All Resistance Band Rubber 10kg,Durable rubber construction. 10kg weight option.,/images/equipment-resistance-band-rubber.jpg,20,60.0,GY596074
400251,CAP Dumbbell Rubber 10kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-dumbbell-rubber.jpg,29,230.0,GY386651
400252,Gymshark T-Shirt Red XL,Breathable cotton fabric. Available in black color.,/images/apparel-t-shirt-red.jpg,80,90.0,GY456513
400253,Under Armour Hoodie Black M,Breathable cotton fabric. Available in black color.,/images/apparel-hoodie-black.jpg,79,220.0,GY693439
400254,Elite Annual Membership,Access to 3 classes per week. Includes parking access.,/images/membership-annual.jpg,999,130.0,GY356059
400255,CAP Resistance Band Rubber 15kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-resistance-band-rubber.jpg,20,240.0,GY190425
400256,Platinum VIP Membership,Personal locker included. Access to 3 classes per week.,/images/membership-vip.jpg,999,120.0,GY570772
400257,ON Whey Strawberry 5lbs,Contains essential amino acids. High-quality Whey protein with 24g protein per serving.,/images/protein powder-whey-strawberry.jpg,20,250.0,GY845841
400258,Gold VIP Membership,Includes parking access. Personal locker included.,/images/membership-vip.jpg,999,130.0,GY137662
400259,Under Armour T-Shirt Black L,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-t-shirt-black.jpg,27,120.0,GY450167
400260,Lucozade Recovery Berry 6-pack,Recovery drink with electrolytes. Enhances hydration and performance.,/images/sports drink-recovery-berry.jpg,164,230.0,GY517270
400261,Nike T-Shirt Gray XL,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-t-shirt-gray.jpg,38,280.0,GY109962
400262,Elite Monthly Membership,Personal locker included. Access to 3 classes per week.,/images/membership-monthly.jpg,999,290.0,GY023653
400263,CAP Dumbbell Neoprene 5kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-dumbbell-neoprene.jpg,22,160.0,GY827105
400264,ON Whey Chocolate 2kg,Available in natural flavor. High-quality Whey protein with 30g protein per serving.,/images/protein powder-whey-chocolate.jpg,17,220.0,GY165618
400265,Powerade Energy Lemon 500ml,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-energy-lemon.jpg,133,170.0,GY277022
400266,Gold VIP Membership,Access to 5 classes per week. Includes sauna access.,/images/membership-vip.jpg,999,60.0,GY424379
400267,Rogue Dumbbell EVA Foam 5kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-eva-foam.jpg,27,220.0,GY687795
400268,Lucozade Isotonic Tropical 500ml,Refreshing mixed taste. Enhances hydration and performance.,/images/sports drink-isotonic-tropical.jpg,184,110.0,GY419750
400269,Platinum Annual Membership,Access to 5 classes per week. Includes pool access.,/images/membership-annual.jpg,999,60.0,GY939009
400270,Gatorade Energy Lemon 500ml,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-energy-lemon.jpg,174,60.0,GY636338
400271,Powerade Recovery Tropical 1L,Enhances hydration and performance. Recovery drink with electrolytes.,/images/sports drink-recovery-tropical.jpg,81,110.0,GY332801
400272,Powerade Isotonic Berry 6-pack,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-isotonic-berry.jpg,151,230.0,GY319716
400273,Dymatize Whey Unflavored 5lbs,High-quality Whey protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-whey-unflavored.jpg,45,100.0,GY064168
400274,Gymshark Hoodie Navy L,Available in black color. Breathable cotton fabric.,/images/apparel-hoodie-navy.jpg,28,210.0,GY069008
400275,Nike T-Shirt Red M,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-t-shirt-red.jpg,53,60.0,GY829336
400276,Gold Annual Membership,Access to 4 classes per week. Includes pool access.,/images/membership-annual.jpg,999,270.0,GY110072
400277,Elite Annual Membership,Personal locker included. Access to 4 classes per week.,/images/membership-annual.jpg,999,100.0,GY729486
400278,Gymshark Hoodie Black S,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-hoodie-black.jpg,74,300.0,GY947586
400279,Under Armour T-Shirt Gray M,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-t-shirt-gray.jpg,66,120.0,GY600932
400280,Gatorade Isotonic Tropical 500ml,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-isotonic-tropical.jpg,70,240.0,GY351601
400281,Under Armour Shorts Red XL,Available in black color. Breathable cotton fabric.,/images/apparel-shorts-red.jpg,99,220.0,GY703798
400282,Lucozade Recovery Tropical 1L,Recovery drink with electrolytes. Refreshing mixed taste.,/images/sports drink-recovery-tropical.jpg,200,120.0,GY695593
400283,Gatorade Energy Lemon 500ml,Refreshing mixed taste. Enhances hydration and performance.,/images/sports drink-energy-lemon.jpg,53,190.0,GY365127
400284,Dymatize Whey Vanilla 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-whey-vanilla.jpg,37,190.0,GY882510
400285,Elite Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,70.0,GY444050
400286,Dymatize Casein Unflavored 5lbs,Available in natural flavor. High-quality Casein protein with 24g protein per serving.,/images/protein powder-casein-unflavored.jpg,31,280.0,GY608133
400287,Lucozade Energy Tropical 6-pack,Refreshing mixed taste. Energy drink with electrolytes.,/images/sports drink-energy-tropical.jpg,124,90.0,GY164968
400288,Lucozade Recovery Tropical 1L,Recovery drink with electrolytes. Enhances hydration and performance.,/images/sports drink-recovery-tropical.jpg,153,130.0,GY139886
400289,Lucozade Energy Berry 1L,Energy drink with electrolytes. Enhances hydration and performance.,/images/sports drink-energy-berry.jpg,200,160.0,GY069541
400290,Gold Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,120.0,GY466745
400291,Platinum Monthly Membership,Includes sauna access. Personal locker included.,/images/membership-monthly.jpg,999,270.0,GY906710
400292,Lucozade Recovery Berry 500ml,Recovery drink with electrolytes. Enhances hydration and performance.,/images/sports drink-recovery-berry.jpg,169,170.0,GY051525
400293,Platinum Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,210.0,GY900421
400294,ON Plant-Based Vanilla 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-plant-based-vanilla.jpg,32,240.0,GY139886
400295,Dymatize Casein Chocolate 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-casein-chocolate.jpg,29,100.0,GY180669
400296,Nike Shorts Gray M,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-shorts-gray.jpg,38,120.0,GY337594
400297,Powerade Recovery Lemon 6-pack,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-recovery-lemon.jpg,175,180.0,GY713024
400298,CAP Yoga Mat EVA Foam 15kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,11,50.0,GY104972
400299,Gymshark Hoodie Navy S,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-hoodie-navy.jpg,64,230.0,GY274837
