course_instance_id,course_name,template_id,course_id,start_datetime,end_datetime,status
C300233_20250714,Evening Cycling Endurance Session,100254,300233,2025-07-14 14:00:00,2025-07-14 16:00:00,present
C300439_20250714,Evening Dance Zumba Class,100231,300439,2025-07-14 14:00:00,2025-07-14 16:00:00,present
C300111_20250714,Afternoon Yoga Prenatal Class,100001,300111,2025-07-14 14:00:00,2025-07-14 16:00:00,present
C300234_20250714,Morning Martial Arts MMA Class,100148,300234,2025-07-14 14:00:00,2025-07-14 16:00:00,absent
C300239_20250714,Morning Yoga Intermediate Program,100212,300239,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300114_20250714,Evening Pilates Clinical Class,100074,300114,2025-07-14 18:00:00,2025-07-14 20:00:00,present
C300330_20250714,Afternoon Weightlifting Technique Class,100202,300330,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300281_20250714,Afternoon Yoga Prenatal Session,100212,300281,2025-07-14 18:00:00,2025-07-14 20:00:00,present
C300193_20250714,Morning Martial Arts Boxing Class,100066,300193,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300087_20250714,Morning Dance Hip-hop Session,100219,300087,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300383_20250714,Weekend Pilates Mat Class,100250,300383,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300390_20250714,Weekend Weightlifting Technique Workshop,100088,300390,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300316_20250714,Afternoon Dance Zumba Program,100212,300316,2025-07-14 18:00:00,2025-07-14 20:00:00,present
C300418_20250714,Afternoon Martial Arts Kickboxing Workshop,100294,300418,2025-07-14 18:00:00,2025-07-14 20:00:00,present
C300214_20250714,Evening Martial Arts Boxing Workshop,100202,300214,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300059_20250714,Morning Dance Hip-hop Class,100089,300059,2025-07-14 18:00:00,2025-07-14 20:00:00,present
C300276_20250714,Evening Dance Zumba Workshop,100219,300276,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300498_20250714,Afternoon Weightlifting Olympic Session,100202,300498,2025-07-14 18:00:00,2025-07-14 20:00:00,absent
C300466_20250714,Afternoon Weightlifting Technique Workshop,100174,300466,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300179_20250714,Evening Pilates Mat Session,100049,300179,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300207_20250714,Afternoon Pilates Group Class,100185,300207,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300346_20250714,Weekend Dance Zumba Workshop,100014,300346,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300387_20250714,Weekend Weightlifting Olympic Workshop,100142,300387,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300356_20250714,Weekend Pilates Clinical Session,100174,300356,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300493_20250714,Weekend Martial Arts Boxing Program,100080,300493,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300334_20250714,Afternoon Martial Arts Boxing Session,100142,300334,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300395_20250714,Afternoon Martial Arts Kickboxing Class,100267,300395,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300181_20250714,Morning Martial Arts Boxing Class,100196,300181,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300288_20250714,Evening Martial Arts Boxing Class,100288,300288,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300400_20250714,Evening Dance Zumba Class,100080,300400,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300396_20250714,Morning Weightlifting Olympic Program,100024,300396,2025-07-14 19:00:00,2025-07-14 21:00:00,absent
C300037_20250714,Evening Dance Zumba Session,100166,300037,2025-07-14 19:00:00,2025-07-14 21:00:00,present
C300452_20250715,Weekend Pilates Reformer Program,100156,300452,2025-07-15 09:00:00,2025-07-15 11:00:00,present
C300187_20250715,Morning Pilates Mat Class,100265,300187,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300172_20250715,Morning Dance Hip-hop Class,100020,300172,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300337_20250715,Morning Cycling Endurance Class,100182,300337,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300264_20250715,Morning Martial Arts MMA Class,100151,300264,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300141_20250715,Evening Yoga Hot Class,100256,300141,2025-07-15 09:00:00,2025-07-15 11:00:00,present
C300064_20250715,Evening Yoga Hot Class,100182,300064,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300325_20250715,Afternoon Martial Arts Kickboxing Workshop,100163,300325,2025-07-15 09:00:00,2025-07-15 11:00:00,present
C300252_20250715,Weekend Weightlifting Olympic Workshop,100157,300252,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300045_20250715,Evening Martial Arts Boxing Class,100153,300045,2025-07-15 09:00:00,2025-07-15 11:00:00,absent
C300014_20250715,Afternoon Martial Arts Boxing Workshop,100188,300014,2025-07-15 09:00:00,2025-07-15 11:00:00,present
C300104_20250715,Evening Weightlifting Technique Class,100157,300104,2025-07-15 09:00:00,2025-07-15 11:00:00,present
C300432_20250715,Evening Martial Arts MMA Workshop,100076,300432,2025-07-15 14:00:00,2025-07-15 16:00:00,absent
C300004_20250715,Morning Yoga Advanced Workshop,100226,300004,2025-07-15 14:00:00,2025-07-15 16:00:00,absent
C300451_20250715,Morning Dance Hip-hop Workshop,100226,300451,2025-07-15 14:00:00,2025-07-15 16:00:00,absent
C300448_20250715,Afternoon Martial Arts Kickboxing Class,100201,300448,2025-07-15 14:00:00,2025-07-15 16:00:00,present
C300408_20250715,Morning Cycling Endurance Program,100093,300408,2025-07-15 14:00:00,2025-07-15 16:00:00,present
C300073_20250715,Weekend Dance Hip-hop Workshop,100112,300073,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300440_20250715,Weekend Weightlifting Technique Program,100101,300440,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300498_20250715,Afternoon Weightlifting Olympic Session,100202,300498,2025-07-15 18:00:00,2025-07-15 20:00:00,absent
C300083_20250715,Weekend Pilates Group Session,100285,300083,2025-07-15 18:00:00,2025-07-15 20:00:00,absent
C300324_20250715,Afternoon Martial Arts Boxing Class,100071,300324,2025-07-15 18:00:00,2025-07-15 20:00:00,absent
C300437_20250715,Afternoon Yoga Intermediate Class,100101,300437,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300330_20250715,Afternoon Weightlifting Technique Class,100202,300330,2025-07-15 18:00:00,2025-07-15 20:00:00,absent
C300214_20250715,Evening Martial Arts Boxing Workshop,100202,300214,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300163_20250715,Afternoon Martial Arts Kickboxing Workshop,100030,300163,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300017_20250715,Morning Pilates Mat Class,100285,300017,2025-07-15 18:00:00,2025-07-15 20:00:00,absent
C300319_20250715,Afternoon Cycling Indoor Program,100112,300319,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300390_20250715,Weekend Weightlifting Technique Workshop,100088,300390,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300167_20250715,Weekend Cycling HIIT Workshop,100257,300167,2025-07-15 18:00:00,2025-07-15 20:00:00,present
C300181_20250715,Morning Martial Arts Boxing Class,100196,300181,2025-07-15 19:00:00,2025-07-15 21:00:00,present
C300490_20250715,Afternoon Cycling Indoor Session,100155,300490,2025-07-15 19:00:00,2025-07-15 21:00:00,absent
C300195_20250715,Morning Pilates Reformer Session,100118,300195,2025-07-15 19:00:00,2025-07-15 21:00:00,present
C300345_20250715,Afternoon Pilates Reformer Workshop,100155,300345,2025-07-15 19:00:00,2025-07-15 21:00:00,present
C300414_20250715,Evening Weightlifting Power Session,100252,300414,2025-07-15 19:00:00,2025-07-15 21:00:00,present
C300199_20250715,Afternoon Yoga Beginner Program,100155,300199,2025-07-15 19:00:00,2025-07-15 21:00:00,absent
C300027_20250715,Evening Martial Arts MMA Program,100252,300027,2025-07-15 19:00:00,2025-07-15 21:00:00,absent
C300075_20250716,Evening Cycling HIIT Class,100110,300075,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300045_20250716,Evening Martial Arts Boxing Class,100153,300045,2025-07-16 09:00:00,2025-07-16 11:00:00,present
C300172_20250716,Morning Dance Hip-hop Class,100020,300172,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300014_20250716,Afternoon Martial Arts Boxing Workshop,100188,300014,2025-07-16 09:00:00,2025-07-16 11:00:00,present
C300336_20250716,Evening Pilates Group Class,100240,300336,2025-07-16 09:00:00,2025-07-16 11:00:00,present
C300183_20250716,Evening Weightlifting Strength Class,100240,300183,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300112_20250716,Morning Martial Arts Boxing Class,100110,300112,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300362_20250716,Weekend Cycling Indoor Class,100213,300362,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300238_20250716,Evening Dance Zumba Program,100110,300238,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300141_20250716,Evening Yoga Hot Class,100256,300141,2025-07-16 09:00:00,2025-07-16 11:00:00,absent
C300253_20250716,Afternoon Cycling Endurance Workshop,100087,300253,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300384_20250716,Weekend Yoga Prenatal Class,100032,300384,2025-07-16 14:00:00,2025-07-16 16:00:00,present
C300228_20250716,Weekend Pilates Reformer Class,100007,300228,2025-07-16 14:00:00,2025-07-16 16:00:00,present
C300147_20250716,Weekend Weightlifting Power Session,100032,300147,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300111_20250716,Afternoon Yoga Prenatal Class,100001,300111,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300090_20250716,Weekend Weightlifting Strength Program,100145,300090,2025-07-16 14:00:00,2025-07-16 16:00:00,present
C300106_20250716,Weekend Martial Arts Kickboxing Program,100007,300106,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300323_20250716,Afternoon Pilates Clinical Session,100179,300323,2025-07-16 14:00:00,2025-07-16 16:00:00,present
C300202_20250716,Weekend Cycling Endurance Class,100001,300202,2025-07-16 14:00:00,2025-07-16 16:00:00,present
C300161_20250716,Afternoon Weightlifting Olympic Program,100161,300161,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300209_20250716,Morning Cycling HIIT Workshop,100239,300209,2025-07-16 14:00:00,2025-07-16 16:00:00,absent
C300051_20250716,Morning Yoga Advanced Class,100282,300051,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300357_20250716,Morning Pilates Mat Session,100031,300357,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300010_20250716,Weekend Weightlifting Technique Program,100082,300010,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300462_20250716,Morning Pilates Clinical Class,100122,300462,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300437_20250716,Afternoon Yoga Intermediate Class,100101,300437,2025-07-16 18:00:00,2025-07-16 20:00:00,present
C300110_20250716,Weekend Yoga Beginner Workshop,100122,300110,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300440_20250716,Weekend Weightlifting Technique Program,100101,300440,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300093_20250716,Afternoon Weightlifting Olympic Class,100122,300093,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300382_20250716,Evening Pilates Clinical Class,100282,300382,2025-07-16 18:00:00,2025-07-16 20:00:00,present
C300338_20250716,Afternoon Weightlifting Technique Session,100015,300338,2025-07-16 18:00:00,2025-07-16 20:00:00,absent
C300461_20250716,Weekend Yoga Hot Workshop,100011,300461,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300105_20250716,Weekend Yoga Intermediate Session,100011,300105,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300260_20250716,Afternoon Pilates Reformer Session,100027,300260,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300309_20250716,Evening Dance Aerobic Session,100276,300309,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300237_20250716,Weekend Pilates Mat Workshop,100203,300237,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300345_20250716,Afternoon Pilates Reformer Workshop,100155,300345,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300170_20250716,Morning Weightlifting Power Session,100115,300170,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300179_20250716,Evening Pilates Mat Session,100049,300179,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300263_20250716,Morning Weightlifting Power Workshop,100115,300263,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300441_20250716,Evening Weightlifting Olympic Program,100108,300441,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300360_20250716,Weekend Weightlifting Olympic Session,100140,300360,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300199_20250716,Afternoon Yoga Beginner Program,100155,300199,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300034_20250716,Morning Dance Aerobic Program,100140,300034,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300483_20250716,Evening Martial Arts MMA Workshop,100276,300483,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300475_20250716,Evening Pilates Reformer Class,100171,300475,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300159_20250716,Evening Dance Hip-hop Session,100140,300159,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300490_20250716,Afternoon Cycling Indoor Session,100155,300490,2025-07-16 19:00:00,2025-07-16 21:00:00,absent
C300416_20250716,Afternoon Martial Arts MMA Class,100276,300416,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300398_20250716,Morning Weightlifting Technique Session,100027,300398,2025-07-16 19:00:00,2025-07-16 21:00:00,present
C300140_20250717,Morning Dance Aerobic Program,100143,300140,2025-07-17 09:00:00,2025-07-17 11:00:00,absent
C300231_20250717,Morning Cycling Endurance Workshop,100069,300231,2025-07-17 09:00:00,2025-07-17 11:00:00,absent
C300307_20250717,Morning Pilates Reformer Program,100290,300307,2025-07-17 09:00:00,2025-07-17 11:00:00,absent
C300212_20250717,Weekend Dance Hip-hop Session,100069,300212,2025-07-17 09:00:00,2025-07-17 11:00:00,present
C300081_20250717,Weekend Cycling HIIT Session,100222,300081,2025-07-17 09:00:00,2025-07-17 11:00:00,present
C300097_20250717,Weekend Yoga Hot Class,100078,300097,2025-07-17 09:00:00,2025-07-17 11:00:00,present
C300209_20250717,Morning Cycling HIIT Workshop,100239,300209,2025-07-17 14:00:00,2025-07-17 16:00:00,absent
C300161_20250717,Afternoon Weightlifting Olympic Program,100161,300161,2025-07-17 14:00:00,2025-07-17 16:00:00,absent
C300085_20250717,Afternoon Pilates Clinical Workshop,100147,300085,2025-07-17 14:00:00,2025-07-17 16:00:00,present
C300082_20250717,Weekend Martial Arts Kickboxing Workshop,100178,300082,2025-07-17 14:00:00,2025-07-17 16:00:00,present
C300108_20250717,Evening Martial Arts MMA Program,100207,300108,2025-07-17 14:00:00,2025-07-17 16:00:00,present
C300347_20250717,Afternoon Yoga Prenatal Workshop,100207,300347,2025-07-17 14:00:00,2025-07-17 16:00:00,present
C300323_20250717,Afternoon Pilates Clinical Session,100179,300323,2025-07-17 14:00:00,2025-07-17 16:00:00,absent
C300487_20250717,Weekend Dance Zumba Class,100147,300487,2025-07-17 14:00:00,2025-07-17 16:00:00,absent
C300344_20250717,Morning Weightlifting Power Workshop,100178,300344,2025-07-17 14:00:00,2025-07-17 16:00:00,absent
C300059_20250717,Morning Dance Hip-hop Class,100089,300059,2025-07-17 18:00:00,2025-07-17 20:00:00,present
C300363_20250717,Morning Weightlifting Olympic Session,100241,300363,2025-07-17 18:00:00,2025-07-17 20:00:00,present
C300370_20250717,Morning Dance Zumba Workshop,100162,300370,2025-07-17 18:00:00,2025-07-17 20:00:00,present
C300249_20250717,Evening Martial Arts Kickboxing Program,100162,300249,2025-07-17 18:00:00,2025-07-17 20:00:00,present
C300144_20250717,Morning Cycling HIIT Session,100191,300144,2025-07-17 18:00:00,2025-07-17 20:00:00,absent
C300265_20250717,Afternoon Dance Aerobic Session,100241,300265,2025-07-17 18:00:00,2025-07-17 20:00:00,absent
C300236_20250717,Afternoon Pilates Mat Program,100089,300236,2025-07-17 18:00:00,2025-07-17 20:00:00,absent
C300277_20250717,Evening Dance Hip-hop Session,100079,300277,2025-07-17 18:00:00,2025-07-17 20:00:00,present
C300182_20250717,Morning Pilates Group Workshop,100166,300182,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300037_20250717,Evening Dance Zumba Session,100166,300037,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300179_20250717,Evening Pilates Mat Session,100049,300179,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300008_20250717,Weekend Yoga Advanced Program,100225,300008,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300334_20250717,Afternoon Martial Arts Boxing Session,100142,300334,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300387_20250717,Weekend Weightlifting Olympic Workshop,100142,300387,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300389_20250717,Afternoon Pilates Group Session,100251,300389,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300244_20250717,Evening Martial Arts MMA Program,100121,300244,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300132_20250717,Evening Pilates Reformer Session,100225,300132,2025-07-17 19:00:00,2025-07-17 21:00:00,present
C300273_20250717,Afternoon Cycling HIIT Session,100251,300273,2025-07-17 19:00:00,2025-07-17 21:00:00,present
C300181_20250717,Morning Martial Arts Boxing Class,100196,300181,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300447_20250717,Afternoon Cycling HIIT Workshop,100123,300447,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300012_20250717,Afternoon Martial Arts MMA Program,100225,300012,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300119_20250717,Weekend Weightlifting Technique Program,100223,300119,2025-07-17 19:00:00,2025-07-17 21:00:00,absent
C300298_20250717,Weekend Dance Aerobic Class,100225,300298,2025-07-17 19:00:00,2025-07-17 21:00:00,present
C300245_20250717,Evening Pilates Group Workshop,100283,300245,2025-07-17 19:00:00,2025-07-17 21:00:00,present
C300097_20250718,Weekend Yoga Hot Class,100078,300097,2025-07-18 09:00:00,2025-07-18 11:00:00,present
C300255_20250718,Evening Yoga Advanced Session,100051,300255,2025-07-18 09:00:00,2025-07-18 11:00:00,absent
C300086_20250718,Morning Pilates Clinical Session,100205,300086,2025-07-18 09:00:00,2025-07-18 11:00:00,present
C300187_20250718,Morning Pilates Mat Class,100265,300187,2025-07-18 09:00:00,2025-07-18 11:00:00,present
C300373_20250718,Evening Pilates Clinical Workshop,100221,300373,2025-07-18 09:00:00,2025-07-18 11:00:00,present
C300213_20250718,Weekend Yoga Hot Program,100205,300213,2025-07-18 09:00:00,2025-07-18 11:00:00,absent
C300303_20250718,Afternoon Martial Arts Kickboxing Class,100051,300303,2025-07-18 09:00:00,2025-07-18 11:00:00,absent
C300023_20250718,Weekend Martial Arts Boxing Program,100006,300023,2025-07-18 09:00:00,2025-07-18 11:00:00,absent
C300090_20250718,Weekend Weightlifting Strength Program,100145,300090,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300217_20250718,Afternoon Pilates Clinical Workshop,100246,300217,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300106_20250718,Weekend Martial Arts Kickboxing Program,100007,300106,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300351_20250718,Morning Martial Arts MMA Class,100231,300351,2025-07-18 14:00:00,2025-07-18 16:00:00,present
C300439_20250718,Evening Dance Zumba Class,100231,300439,2025-07-18 14:00:00,2025-07-18 16:00:00,present
C300278_20250718,Evening Weightlifting Strength Workshop,100065,300278,2025-07-18 14:00:00,2025-07-18 16:00:00,present
C300476_20250718,Morning Weightlifting Power Program,100246,300476,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300228_20250718,Weekend Pilates Reformer Class,100007,300228,2025-07-18 14:00:00,2025-07-18 16:00:00,present
C300124_20250718,Morning Weightlifting Technique Session,100064,300124,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300258_20250718,Afternoon Martial Arts Kickboxing Session,100064,300258,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300372_20250718,Evening Cycling Endurance Workshop,100266,300372,2025-07-18 14:00:00,2025-07-18 16:00:00,present
C300171_20250718,Morning Yoga Advanced Workshop,100064,300171,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300100_20250718,Evening Weightlifting Power Program,100065,300100,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300131_20250718,Weekend Yoga Prenatal Session,100246,300131,2025-07-18 14:00:00,2025-07-18 16:00:00,absent
C300332_20250718,Evening Dance Hip-hop Session,100271,300332,2025-07-18 18:00:00,2025-07-18 20:00:00,absent
C300134_20250718,Weekend Dance Zumba Class,100172,300134,2025-07-18 18:00:00,2025-07-18 20:00:00,present
C300203_20250718,Weekend Yoga Advanced Workshop,100125,300203,2025-07-18 18:00:00,2025-07-18 20:00:00,present
C300219_20250718,Morning Cycling HIIT Session,100125,300219,2025-07-18 18:00:00,2025-07-18 20:00:00,present
C300271_20250718,Morning Cycling HIIT Class,100271,300271,2025-07-18 18:00:00,2025-07-18 20:00:00,present
C300266_20250718,Afternoon Dance Aerobic Class,100261,300266,2025-07-18 18:00:00,2025-07-18 20:00:00,absent
C300163_20250718,Afternoon Martial Arts Kickboxing Workshop,100030,300163,2025-07-18 18:00:00,2025-07-18 20:00:00,present
C300472_20250718,Morning Cycling Endurance Session,100261,300472,2025-07-18 18:00:00,2025-07-18 20:00:00,absent
C300499_20250718,Evening Weightlifting Power Workshop,100172,300499,2025-07-18 18:00:00,2025-07-18 20:00:00,absent
C300123_20250718,Morning Dance Zumba Class,100172,300123,2025-07-18 18:00:00,2025-07-18 20:00:00,absent
C300464_20250718,Afternoon Yoga Prenatal Workshop,100056,300464,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300466_20250718,Afternoon Weightlifting Technique Workshop,100174,300466,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300369_20250718,Afternoon Cycling Indoor Session,100056,300369,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300356_20250718,Weekend Pilates Clinical Session,100174,300356,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300056_20250718,Morning Cycling HIIT Workshop,100206,300056,2025-07-18 19:00:00,2025-07-18 21:00:00,absent
C300496_20250718,Afternoon Cycling HIIT Session,100169,300496,2025-07-18 19:00:00,2025-07-18 21:00:00,absent
C300137_20250718,Afternoon Martial Arts Kickboxing Workshop,100206,300137,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300326_20250718,Afternoon Dance Zumba Session,100165,300326,2025-07-18 19:00:00,2025-07-18 21:00:00,absent
C300101_20250718,Evening Pilates Mat Program,100013,300101,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300397_20250718,Morning Weightlifting Olympic Workshop,100120,300397,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300367_20250718,Weekend Dance Aerobic Workshop,100169,300367,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300441_20250718,Evening Weightlifting Olympic Program,100108,300441,2025-07-18 19:00:00,2025-07-18 21:00:00,absent
C300288_20250718,Evening Martial Arts Boxing Class,100288,300288,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300475_20250718,Evening Pilates Reformer Class,100171,300475,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300494_20250718,Evening Dance Hip-hop Session,100109,300494,2025-07-18 19:00:00,2025-07-18 21:00:00,absent
C300261_20250718,Evening Pilates Group Workshop,100120,300261,2025-07-18 19:00:00,2025-07-18 21:00:00,present
C300165_20250719,Weekend Dance Aerobic Class,100262,300165,2025-07-19 09:00:00,2025-07-19 11:00:00,absent
C300255_20250719,Evening Yoga Advanced Session,100051,300255,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300099_20250719,Weekend Martial Arts Boxing Session,100184,300099,2025-07-19 09:00:00,2025-07-19 11:00:00,absent
C300313_20250719,Evening Pilates Group Program,100150,300313,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300331_20250719,Morning Martial Arts Boxing Class,100217,300331,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300022_20250719,Evening Dance Aerobic Session,100217,300022,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300373_20250719,Evening Pilates Clinical Workshop,100221,300373,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300348_20250719,Weekend Pilates Group Program,100057,300348,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300104_20250719,Evening Weightlifting Technique Class,100157,300104,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300252_20250719,Weekend Weightlifting Olympic Workshop,100157,300252,2025-07-19 09:00:00,2025-07-19 11:00:00,absent
C300196_20250719,Evening Yoga Intermediate Workshop,100262,300196,2025-07-19 09:00:00,2025-07-19 11:00:00,present
C300184_20250719,Weekend Cycling Indoor Program,100077,300184,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300036_20250719,Morning Weightlifting Technique Workshop,100102,300036,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300432_20250719,Evening Martial Arts MMA Workshop,100076,300432,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300233_20250719,Evening Cycling Endurance Session,100254,300233,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300209_20250719,Morning Cycling HIIT Workshop,100239,300209,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300408_20250719,Morning Cycling Endurance Program,100093,300408,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300278_20250719,Evening Weightlifting Strength Workshop,100065,300278,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300368_20250719,Afternoon Cycling Indoor Program,100077,300368,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300283_20250719,Afternoon Weightlifting Strength Program,100168,300283,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300100_20250719,Evening Weightlifting Power Program,100065,300100,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300218_20250719,Afternoon Weightlifting Olympic Workshop,100105,300218,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300020_20250719,Afternoon Cycling HIIT Program,100228,300020,2025-07-19 14:00:00,2025-07-19 16:00:00,absent
C300005_20250719,Evening Cycling Endurance Class,100168,300005,2025-07-19 14:00:00,2025-07-19 16:00:00,present
C300150_20250719,Morning Weightlifting Strength Workshop,100180,300150,2025-07-19 18:00:00,2025-07-19 20:00:00,absent
C300418_20250719,Afternoon Martial Arts Kickboxing Workshop,100294,300418,2025-07-19 18:00:00,2025-07-19 20:00:00,absent
C300096_20250719,Evening Yoga Prenatal Program,100269,300096,2025-07-19 18:00:00,2025-07-19 20:00:00,present
C300277_20250719,Evening Dance Hip-hop Session,100079,300277,2025-07-19 18:00:00,2025-07-19 20:00:00,present
C300128_20250719,Morning Cycling HIIT Session,100269,300128,2025-07-19 18:00:00,2025-07-19 20:00:00,present
C300396_20250719,Morning Weightlifting Olympic Program,100024,300396,2025-07-19 19:00:00,2025-07-19 21:00:00,absent
C300387_20250719,Weekend Weightlifting Olympic Workshop,100142,300387,2025-07-19 19:00:00,2025-07-19 21:00:00,absent
C300237_20250719,Weekend Pilates Mat Workshop,100203,300237,2025-07-19 19:00:00,2025-07-19 21:00:00,absent
C300076_20250719,Weekend Weightlifting Power Program,100058,300076,2025-07-19 19:00:00,2025-07-19 21:00:00,present
